fit_time,score_time,test_F1-score,test_Accuracy,test_Precision,test_Recall,test_AUC,test_Average Precision,threshold
11.431046962738037,0.10818243026733398,0.8040201005025126,0.9591480446927374,0.7207207207207207,0.9090909090909091,0.9654166666666667,0.9052137747909665,0.1
8.78420639038086,0.1271519660949707,0.7834710743801654,0.9542597765363129,0.6950146627565983,0.8977272727272727,0.9672982226107226,0.9193786887431791,0.1
11.450701475143433,0.09456419944763184,0.7986688851913478,0.9577513966480447,0.712166172106825,0.9090909090909091,0.9720323426573428,0.9106444428480696,0.1
12.010911464691162,0.09258508682250977,0.8160535117056856,0.9615787635347538,0.7283582089552239,0.9277566539923955,0.9778275811640831,0.9379717602779342,0.1
10.531203508377075,0.03901076316833496,0.787375415282392,0.955291652113168,0.6991150442477876,0.9011406844106464,0.9696197718631179,0.9184080821966796,0.1
9.729528427124023,0.09852981567382812,0.8443649373881933,0.9696229050279329,0.8,0.8939393939393939,0.9654166666666667,0.9052137747909665,0.15000000000000002
11.758298397064209,0.10756874084472656,0.8374558303886925,0.9678770949720671,0.7847682119205298,0.8977272727272727,0.9672982226107226,0.9193786887431791,0.15000000000000002
11.790880918502808,0.13715910911560059,0.8377896613190732,0.9682262569832403,0.7912457912457912,0.8901515151515151,0.9720323426573428,0.9106444428480696,0.15000000000000002
14.057475805282593,0.10212135314941406,0.8622540250447227,0.9731051344743277,0.8141891891891891,0.9163498098859315,0.9778275811640831,0.9379717602779342,0.15000000000000002
13.897728204727173,0.18962931632995605,0.8488160291438981,0.9710094306671324,0.8146853146853147,0.8859315589353612,0.9696197718631179,0.9184080821966796,0.15000000000000002
15.751174926757812,0.10234618186950684,0.8561020036429873,0.9724162011173184,0.8245614035087719,0.8901515151515151,0.9654166666666667,0.9052137747909665,0.20000000000000004
12.92026948928833,0.09483575820922852,0.8676470588235294,0.9748603351955307,0.8428571428571429,0.8939393939393939,0.9672982226107226,0.9193786887431791,0.20000000000000004
11.264437913894653,0.09562802314758301,0.8514492753623187,0.9713687150837989,0.8159722222222222,0.8901515151515151,0.9720323426573428,0.9106444428480696,0.20000000000000004
11.238965511322021,0.1600661277770996,0.8722627737226277,0.9755501222493888,0.8385964912280702,0.908745247148289,0.9778275811640831,0.9379717602779342,0.20000000000000004
11.47545599937439,0.10655450820922852,0.8689138576779026,0.9755501222493888,0.8560885608856088,0.8821292775665399,0.9696197718631179,0.9184080821966796,0.20000000000000004
11.94139552116394,0.10558533668518066,0.8645640074211501,0.9745111731843575,0.8472727272727273,0.8825757575757576,0.9654166666666667,0.9052137747909665,0.25000000000000006
11.898227453231812,0.10219478607177734,0.8747663551401869,0.9766061452513967,0.8634686346863468,0.8863636363636364,0.9672982226107226,0.9193786887431791,0.25000000000000006
11.067218542098999,0.09656476974487305,0.8598130841121496,0.9738128491620112,0.8487084870848709,0.8712121212121212,0.9720323426573428,0.9106444428480696,0.25000000000000006
11.144257307052612,0.09456586837768555,0.8835489833641405,0.9779951100244498,0.8597122302158273,0.908745247148289,0.9778275811640831,0.9379717602779342,0.25000000000000006
11.167391300201416,0.10115361213684082,0.8757170172084129,0.9772965420887181,0.8807692307692307,0.870722433460076,0.9696197718631179,0.9184080821966796,0.25000000000000006
11.013458490371704,0.09274601936340332,0.8695652173913043,0.9759078212290503,0.8679245283018868,0.8712121212121212,0.9654166666666667,0.9052137747909665,0.30000000000000004
11.213281154632568,0.09657430648803711,0.8775894538606404,0.977304469273743,0.8726591760299626,0.8825757575757576,0.9672982226107226,0.9193786887431791,0.30000000000000004
11.334909677505493,0.10258221626281738,0.8614800759013284,0.9745111731843575,0.8631178707224335,0.8598484848484849,0.9720323426573428,0.9106444428480696,0.30000000000000004
8.956489086151123,0.0430295467376709,0.8909774436090225,0.9797415298637793,0.8810408921933085,0.9011406844106464,0.9778275811640831,0.9379717602779342,0.30000000000000004
10.98303747177124,0.09358429908752441,0.8793774319066147,0.9783443939923158,0.900398406374502,0.8593155893536122,0.9696197718631179,0.9184080821966796,0.30000000000000004
10.91308069229126,0.09290075302124023,0.8769230769230768,0.9776536312849162,0.890625,0.8636363636363636,0.9654166666666667,0.9052137747909665,0.3500000000000001
8.927659034729004,0.04113054275512695,0.8821292775665399,0.9783519553072626,0.8854961832061069,0.8787878787878788,0.9672982226107226,0.9193786887431791,0.3500000000000001
11.105079889297485,0.10156512260437012,0.8653846153846154,0.9755586592178771,0.87890625,0.8522727272727273,0.9720323426573428,0.9106444428480696,0.3500000000000001
11.386356592178345,0.09344220161437988,0.8927203065134101,0.980440097799511,0.8996138996138996,0.8859315589353612,0.9778275811640831,0.9379717602779342,0.3500000000000001
11.146730422973633,0.0922553539276123,0.8764940239043825,0.9783443939923158,0.9205020920502092,0.8365019011406845,0.9696197718631179,0.9184080821966796,0.3500000000000001
10.958721160888672,0.09159326553344727,0.8776699029126214,0.9780027932960894,0.900398406374502,0.8560606060606061,0.9654166666666667,0.9052137747909665,0.40000000000000013
9.21450686454773,0.040004730224609375,0.8893203883495145,0.9800977653631285,0.9123505976095617,0.8674242424242424,0.9672982226107226,0.9193786887431791,0.40000000000000013
10.232218742370605,0.09552145004272461,0.8649706457925638,0.9759078212290503,0.8947368421052632,0.8371212121212122,0.9720323426573428,0.9106444428480696,0.40000000000000013
11.1866934299469,0.0965433120727539,0.8978805394990366,0.9814879497031086,0.91015625,0.8859315589353612,0.9778275811640831,0.9379717602779342,0.40000000000000013
9.658697128295898,0.04243898391723633,0.878243512974052,0.9786936779601816,0.9243697478991597,0.8365019011406845,0.9696197718631179,0.9184080821966796,0.40000000000000013
10.858436584472656,0.0995330810546875,0.8712871287128713,0.977304469273743,0.9128630705394191,0.8333333333333334,0.9654166666666667,0.9052137747909665,0.45000000000000007
11.478518962860107,0.09556937217712402,0.8923679060665364,0.9807960893854749,0.9230769230769231,0.8636363636363636,0.9672982226107226,0.9193786887431791,0.45000000000000007
11.645193099975586,0.09855294227600098,0.8752475247524752,0.9780027932960894,0.91701244813278,0.8371212121212122,0.9720323426573428,0.9106444428480696,0.45000000000000007
11.160610437393188,0.09551477432250977,0.9062500000000001,0.983234369542438,0.9317269076305221,0.8821292775665399,0.9778275811640831,0.9379717602779342,0.45000000000000007
11.160035848617554,0.1007089614868164,0.8772635814889337,0.9786936779601816,0.9316239316239316,0.8288973384030418,0.9696197718631179,0.9184080821966796,0.45000000000000007
10.96882677078247,0.09859108924865723,0.872,0.9776536312849162,0.923728813559322,0.8257575757575758,0.9654166666666667,0.9052137747909665,0.5000000000000001
8.273365497589111,0.09353518486022949,0.8976377952755905,0.9818435754189944,0.9344262295081968,0.8636363636363636,0.9672982226107226,0.9193786887431791,0.5000000000000001
11.105319023132324,0.09659123420715332,0.8617234468937877,0.9759078212290503,0.9148936170212766,0.8143939393939394,0.9720323426573428,0.9106444428480696,0.5000000000000001
11.045002222061157,0.09357309341430664,0.9098039215686274,0.9839329374781698,0.9392712550607287,0.8821292775665399,0.9778275811640831,0.9379717602779342,0.5000000000000001
9.062498092651367,0.0925748348236084,0.8681541582150101,0.9772965420887181,0.9304347826086956,0.8136882129277566,0.9696197718631179,0.9184080821966796,0.5000000000000001
10.978666067123413,0.09415364265441895,0.8686868686868686,0.977304469273743,0.9307359307359307,0.8143939393939394,0.9654166666666667,0.9052137747909665,0.5500000000000002
10.821454763412476,0.09653592109680176,0.8942115768463073,0.9814944134078212,0.9451476793248945,0.8484848484848485,0.9672982226107226,0.9193786887431791,0.5500000000000002
8.488434314727783,0.09302163124084473,0.8623481781376517,0.9762569832402235,0.9260869565217391,0.8068181818181818,0.9720323426573428,0.9106444428480696,0.5500000000000002
11.143517971038818,0.09953713417053223,0.9076620825147348,0.9835836535103039,0.9390243902439024,0.8783269961977186,0.9778275811640831,0.9379717602779342,0.5500000000000002
8.859057903289795,0.09653139114379883,0.8729508196721312,0.9783443939923158,0.9466666666666667,0.8098859315589354,0.9696197718631179,0.9184080821966796,0.5500000000000002
11.038612127304077,0.09356284141540527,0.8640973630831642,0.9766061452513967,0.9301310043668122,0.8068181818181818,0.9654166666666667,0.9052137747909665,0.6000000000000002
10.94032621383667,0.0975642204284668,0.8933601609657948,0.9814944134078212,0.9527896995708155,0.8409090909090909,0.9672982226107226,0.9193786887431791,0.6000000000000002
11.13856053352356,0.09354972839355469,0.8653061224489795,0.9769553072625698,0.9380530973451328,0.803030303030303,0.9720323426573428,0.9106444428480696,0.6000000000000002
