number,value,datetime_start,datetime_complete,duration,params_ccp_alpha,params_class_weight,params_max_features,params_min_samples_leaf,params_n_estimators,user_attrs_mean_fit_time,user_attrs_mean_score_time,user_attrs_mean_test_score,user_attrs_split0_test_score,user_attrs_split1_test_score,user_attrs_split2_test_score,user_attrs_std_fit_time,user_attrs_std_score_time,user_attrs_std_test_score,state
83,0.9275016470068939,2023-09-04 17:51:06.071302,2023-09-04 17:56:32.974853,0 days 00:05:26.903551,0.0,balanced,4,11,500,107.73033595085144,1.1698238054911296,0.9275016470068939,0.9212589849427332,0.925904500650759,0.9353414554271895,2.978585420650727,0.28727014308886717,0.005859018751667213,COMPLETE
84,0.9275016470068939,2023-09-04 17:51:19.151003,2023-09-04 17:56:46.722515,0 days 00:05:27.571512,0.0,balanced,4,11,500,108.14213991165161,0.9820048014322916,0.9275016470068939,0.9212589849427332,0.925904500650759,0.9353414554271895,2.9637901386259267,0.05489352768729412,0.005859018751667213,COMPLETE
85,0.9275016470068939,2023-09-04 17:53:47.741549,2023-09-04 17:59:44.015447,0 days 00:05:56.273898,0.0,balanced,4,11,500,117.61220788955688,1.0935753186543782,0.9275016470068939,0.9212589849427332,0.925904500650759,0.9353414554271895,2.1325948582252288,0.0477202901086402,0.005859018751667213,COMPLETE
86,0.9066063690449924,2023-09-04 17:53:52.739787,2023-09-04 17:59:50.121047,0 days 00:05:57.381260,0.01,balanced,4,11,500,118.3354955514272,0.7327456474304199,0.9066063690449924,0.9030490343966865,0.9014988681773478,0.9152712045609427,2.8189215538980235,0.0169949904569478,0.006159560845587977,COMPLETE
87,0.9275016470068939,2023-09-04 17:54:36.078505,2023-09-04 18:00:35.246660,0 days 00:05:59.168155,0.0,balanced,4,11,500,118.6006817817688,1.0435027281443279,0.9275016470068939,0.9212589849427332,0.925904500650759,0.9353414554271895,4.345615015152442,0.014740999469834861,0.005859018751667213,COMPLETE
88,0.9275016470068939,2023-09-04 17:55:10.037148,2023-09-04 18:00:39.973756,0 days 00:05:29.936608,0.0,balanced,4,11,500,108.96796425183614,0.9578913052876791,0.9275016470068939,0.9212589849427332,0.925904500650759,0.9353414554271895,3.727983635257569,0.053079745250886365,0.005859018751667213,COMPLETE
89,0.9275016470068939,2023-09-04 17:55:23.478242,2023-09-04 18:00:52.931339,0 days 00:05:29.453097,0.0,balanced,4,11,500,108.82000954945882,0.9431729316711426,0.9275016470068939,0.9212589849427332,0.925904500650759,0.9353414554271895,3.487285479372155,0.008011406691385796,0.005859018751667213,COMPLETE
90,0.9275016470068939,2023-09-04 17:55:27.041896,2023-09-04 18:01:30.366042,0 days 00:06:03.324146,0.0,balanced,4,11,500,119.95614870389302,1.0977084636688232,0.9275016470068939,0.9212589849427332,0.925904500650759,0.9353414554271895,7.02841073371183,0.06407902597939694,0.005859018751667213,COMPLETE
91,0.9275016470068939,2023-09-04 17:56:32.983865,2023-09-04 18:02:04.245822,0 days 00:05:31.261957,0.0,balanced,4,11,500,109.41178854306538,0.9498368899027506,0.9275016470068939,0.9212589849427332,0.925904500650759,0.9353414554271895,2.997766686097272,0.004313574327507339,0.005859018751667213,COMPLETE
92,0.9275016470068939,2023-09-04 17:56:46.728509,2023-09-04 18:02:17.556589,0 days 00:05:30.828080,0.0,balanced,4,11,500,109.27097686131795,0.9445303281148275,0.9275016470068939,0.9212589849427332,0.925904500650759,0.9353414554271895,3.7399274908191993,0.011070195136622355,0.005859018751667213,COMPLETE
93,0.9266382857126833,2023-09-04 17:59:44.022448,2023-09-04 18:05:36.913910,0 days 00:05:52.891462,0.0,balanced,4,21,500,116.43887241681416,1.1199170748392742,0.9266382857126833,0.9207617964545552,0.9232896011880285,0.9358634594954661,0.7509811969483839,0.06527291727255966,0.006604307820634965,COMPLETE
94,0.9266382857126833,2023-09-04 17:59:50.128049,2023-09-04 18:05:41.702395,0 days 00:05:51.574346,0.0,balanced,4,21,500,116.06076900164287,1.058318058649699,0.9266382857126833,0.9207617964545552,0.9232896011880285,0.9358634594954661,0.9476041740448358,0.01810608729419937,0.006604307820634965,COMPLETE
95,0.9268526382132021,2023-09-04 18:00:35.253667,2023-09-04 18:07:43.336103,0 days 00:07:08.082436,0.0,balanced,5,21,500,141.50806919733682,1.1130518118540447,0.9268526382132021,0.9206147030661168,0.9239559125285579,0.9359872990449315,2.5651983778977754,0.1154947040775937,0.006601638258847837,COMPLETE
96,0.9268526382132021,2023-09-04 18:00:39.980281,2023-09-04 18:06:58.974619,0 days 00:06:18.994338,0.0,balanced,5,21,500,125.36745683352153,0.9034733772277832,0.9268526382132021,0.9206147030661168,0.9239559125285579,0.9359872990449315,2.6495580194319857,0.018224389712751258,0.006601638258847837,COMPLETE
97,0.9268526382132021,2023-09-04 18:00:52.938340,2023-09-04 18:07:16.370389,0 days 00:06:23.432049,0.0,balanced,5,21,500,126.6832811832428,1.067041238149007,0.9268526382132021,0.9206147030661168,0.9239559125285579,0.9359872990449315,3.281630299033165,0.24074596635011014,0.006601638258847837,COMPLETE
98,0.9266382857126833,2023-09-04 18:01:30.394564,2023-09-04 18:07:20.781382,0 days 00:05:50.386818,0.0,balanced,4,21,500,115.72444295883179,1.0086472034454346,0.9266382857126833,0.9207617964545552,0.9232896011880285,0.9358634594954661,3.6819486804374293,0.05968219843636819,0.006604307820634965,COMPLETE
99,0.9268526382132021,2023-09-04 18:02:04.251818,2023-09-04 18:08:29.311526,0 days 00:06:25.059708,0.0,balanced,5,21,500,127.36170729001363,0.9380106131235758,0.9268526382132021,0.9206147030661168,0.9239559125285579,0.9359872990449315,4.6084507059427375,0.029760974725189876,0.006601638258847837,COMPLETE
100,0.9268526382132021,2023-09-04 18:02:17.562590,2023-09-04 18:08:41.449469,0 days 00:06:23.886879,0.0,balanced,5,21,500,126.9691739877065,0.9373146692911783,0.9268526382132021,0.9206147030661168,0.9239559125285579,0.9359872990449315,4.769438872676574,0.051778139352927,0.006601638258847837,COMPLETE
101,0.9268526382132021,2023-09-04 18:05:36.925895,2023-09-04 18:12:38.762665,0 days 00:07:01.836770,0.0,balanced,5,21,500,139.54122893015543,1.01333483060201,0.9268526382132021,0.9206147030661168,0.9239559125285579,0.9359872990449315,2.490286122487789,0.020484124986553692,0.006601638258847837,COMPLETE
102,0.927075066147291,2023-09-04 18:05:41.707395,2023-09-04 18:13:09.018938,0 days 00:07:27.311543,0.0,balanced,5,11,500,147.93492857615152,1.1015589237213135,0.927075066147291,0.9203269429738911,0.9257785468629988,0.9351197086049831,1.782785165004497,0.06537635001335247,0.0061083113020981685,COMPLETE
103,0.9275016470068939,2023-09-04 18:06:58.985614,2023-09-04 18:12:35.129301,0 days 00:05:36.143687,0.0,balanced,4,11,500,111.02456108729045,0.9684641361236572,0.9275016470068939,0.9212589849427332,0.925904500650759,0.9353414554271895,0.977909461178915,0.015825977537327618,0.005859018751667213,COMPLETE
104,0.9275016470068939,2023-09-04 18:07:16.381388,2023-09-04 18:12:51.564256,0 days 00:05:35.182868,0.0,balanced,4,11,500,110.67642760276794,0.9543112913767496,0.9275016470068939,0.9212589849427332,0.925904500650759,0.9353414554271895,0.9087278570431587,0.047453630453724395,0.005859018751667213,COMPLETE
105,0.9275016470068939,2023-09-04 18:07:20.787383,2023-09-04 18:13:27.768516,0 days 00:06:06.981133,0.0,balanced,4,11,500,121.21218530337016,1.0575029850006104,0.9275016470068939,0.9212589849427332,0.925904500650759,0.9353414554271895,1.5788192789196944,0.0018424975555296071,0.005859018751667213,COMPLETE
106,0.9275016470068939,2023-09-04 18:07:43.343118,2023-09-04 18:13:48.554750,0 days 00:06:05.211632,0.0,balanced,4,11,500,120.62263011932373,1.046225627263387,0.9275016470068939,0.9212589849427332,0.925904500650759,0.9353414554271895,2.734240437066921,0.017998586167326636,0.005859018751667213,COMPLETE
107,0.9273879474773268,2023-09-04 18:08:29.318525,2023-09-04 18:12:57.072191,0 days 00:04:27.753666,0.0,balanced,4,11,400,88.35874652862549,0.8394524256388346,0.9273879474773268,0.9211876418174041,0.9258565773480225,0.9351196232665536,0.5672431508714894,0.05595853229044017,0.005789867449810092,COMPLETE
108,0.9275016470068939,2023-09-04 18:08:41.457468,2023-09-04 18:14:13.828085,0 days 00:05:32.370617,0.0,balanced,4,11,500,109.56194551785786,1.0668865044911702,0.9275016470068939,0.9212589849427332,0.925904500650759,0.9353414554271895,2.233139870072546,0.11880624176692096,0.005859018751667213,COMPLETE
109,0.9275016470068939,2023-09-04 18:12:35.135301,2023-09-04 18:18:04.882488,0 days 00:05:29.747187,0.0,balanced,4,11,500,108.89870397249858,0.9611822764078776,0.9275016470068939,0.9212589849427332,0.925904500650759,0.9353414554271895,2.2511366430028725,0.002276646118652657,0.005859018751667213,COMPLETE
110,0.9275016470068939,2023-09-04 18:12:38.769670,2023-09-04 18:18:37.770766,0 days 00:05:59.001096,0.0,balanced,4,11,500,118.5600106716156,1.048662821451823,0.9275016470068939,0.9212589849427332,0.925904500650759,0.9353414554271895,2.8870531301009,0.05618589464609934,0.005859018751667213,COMPLETE
111,0.9275016470068939,2023-09-04 18:12:51.570258,2023-09-04 18:18:20.065729,0 days 00:05:28.495471,0.0,balanced,4,11,500,108.51312526067098,0.9298450152079264,0.9275016470068939,0.9212589849427332,0.925904500650759,0.9353414554271895,1.9087770177927312,0.03918750076720201,0.005859018751667213,COMPLETE
112,0.9275016470068939,2023-09-04 18:12:57.081194,2023-09-04 18:18:27.685435,0 days 00:05:30.604241,0.0,balanced,4,11,500,109.16488305727641,0.9836817582448324,0.9275016470068939,0.9212589849427332,0.925904500650759,0.9353414554271895,1.6934272624023603,0.09012411031591186,0.005859018751667213,COMPLETE
113,0.9273570800793153,2023-09-04 18:13:09.027948,2023-09-04 18:16:47.421081,0 days 00:03:38.393133,0.0,balanced,4,11,300,72.07230456670125,0.6468792756398519,0.9273570800793153,0.9211734178168492,0.925821099567322,0.9350767228537746,3.123276311632814,0.018931307961050126,0.005778979139223245,COMPLETE
114,0.9273570800793153,2023-09-04 18:13:27.779518,2023-09-04 18:17:05.808645,0 days 00:03:38.029127,0.0,balanced,4,11,300,71.97599220275879,0.6370219389597574,0.9273570800793153,0.9211734178168492,0.925821099567322,0.9350767228537746,2.425094218061113,0.015515147091737418,0.005778979139223245,COMPLETE
115,0.9275016470068939,2023-09-04 18:13:48.568755,2023-09-04 18:19:46.834176,0 days 00:05:58.265421,0.0,balanced,4,11,500,118.30776484807332,1.0470152695973713,0.9275016470068939,0.9212589849427332,0.925904500650759,0.9353414554271895,2.0497036854266804,0.03601673145339193,0.005859018751667213,COMPLETE
116,0.9273570800793153,2023-09-04 18:14:13.837083,2023-09-04 18:17:32.182774,0 days 00:03:18.345691,0.0,balanced,4,11,300,65.4376471042633,0.6012223561604818,0.9273570800793153,0.9211734178168492,0.925821099567322,0.9350767228537746,1.7791454846925157,0.059968330465762096,0.005778979139223245,COMPLETE
117,0.9275016470068939,2023-09-04 18:16:47.459079,2023-09-04 18:22:41.665538,0 days 00:05:54.206459,0.0,balanced,4,11,500,116.96247442563374,1.0323280493418376,0.9275016470068939,0.9212589849427332,0.925904500650759,0.9353414554271895,3.121037841372938,0.041301282013534106,0.005859018751667213,COMPLETE
118,0.9275016470068939,2023-09-04 18:17:05.816643,2023-09-04 18:23:02.756602,0 days 00:05:56.939959,0.0,balanced,4,11,500,117.79822953542073,1.123072624206543,0.9275016470068939,0.9212589849427332,0.925904500650759,0.9353414554271895,4.780990961423465,0.017325573281776224,0.005859018751667213,COMPLETE
119,0.9275016470068939,2023-09-04 18:17:32.188772,2023-09-04 18:22:58.183304,0 days 00:05:25.994532,0.0,balanced,4,11,500,107.68800417582194,0.919147253036499,0.9275016470068939,0.9212589849427332,0.925904500650759,0.9353414554271895,2.550181860677163,0.0033820335061058317,0.005859018751667213,COMPLETE
120,0.9275016470068939,2023-09-04 18:18:04.896483,2023-09-04 18:23:32.474329,0 days 00:05:27.577846,0.0,balanced,4,11,500,108.15622886021931,0.9763557116190592,0.9275016470068939,0.9212589849427332,0.925904500650759,0.9353414554271895,3.6671505236982385,0.00803975456376414,0.005859018751667213,COMPLETE
121,0.9275016470068939,2023-09-04 18:18:20.077729,2023-09-04 18:23:46.656431,0 days 00:05:26.578702,0.0,balanced,4,11,500,107.85872316360474,0.9436612129211426,0.9275016470068939,0.9212589849427332,0.925904500650759,0.9353414554271895,2.8220680546530765,0.03743233931230531,0.005859018751667213,COMPLETE
122,0.9275016470068939,2023-09-04 18:18:27.705436,2023-09-04 18:23:53.984182,0 days 00:05:26.278746,0.0,balanced,4,11,500,107.6606780687968,1.040547291437785,0.9275016470068939,0.9212589849427332,0.925904500650759,0.9353414554271895,3.151726300131027,0.12894970883718918,0.005859018751667213,COMPLETE
123,0.9275016470068939,2023-09-04 18:18:37.776767,2023-09-04 18:24:32.135924,0 days 00:05:54.359157,0.0,balanced,4,11,500,117.00549944241841,1.0445249875386555,0.9275016470068939,0.9212589849427332,0.925904500650759,0.9353414554271895,3.489189663505591,0.05864998092124595,0.005859018751667213,COMPLETE
124,0.9275016470068939,2023-09-04 18:19:46.840177,2023-09-04 18:25:42.242752,0 days 00:05:55.402575,0.0,balanced,4,11,500,117.01855754852295,1.3889434337615967,0.9275016470068939,0.9212589849427332,0.925904500650759,0.9353414554271895,3.0324310731422814,0.38043287830750233,0.005859018751667213,COMPLETE
125,0.9270232892559577,2023-09-04 18:22:41.672539,2023-09-04 18:27:17.216216,0 days 00:04:35.543677,0.0,balanced,3,11,500,90.43791278203328,1.3449555238087971,0.9270232892559577,0.9205100495212634,0.925590412272785,0.9349694059738247,3.0150845209545367,0.22555842145214566,0.005989329377720371,COMPLETE
126,0.9216766491457409,2023-09-04 18:22:58.190302,2023-09-04 18:27:38.822524,0 days 00:04:40.632222,0.0,balanced,3,1,500,92.36024125417073,1.1174667676289876,0.9216766491457409,0.9118760400117585,0.9221038538849127,0.9310500535405515,2.2598031771290543,0.05761592057835379,0.007833584816564397,COMPLETE
127,0.9216766491457409,2023-09-04 18:23:02.765605,2023-09-04 18:28:06.413531,0 days 00:05:03.647926,0.0,balanced,3,1,500,99.9533273379008,1.1752875645955403,0.9216766491457409,0.9118760400117585,0.9221038538849127,0.9310500535405515,2.564377347192978,0.03217619123316497,0.007833584816564397,COMPLETE
128,0.9275016470068939,2023-09-04 18:23:32.481331,2023-09-04 18:29:04.744557,0 days 00:05:32.263226,0.0,balanced,4,11,500,109.66376860936482,1.028605620066325,0.9275016470068939,0.9212589849427332,0.925904500650759,0.9353414554271895,3.8604373060212653,0.019441814309566367,0.005859018751667213,COMPLETE
129,0.9275016470068939,2023-09-04 18:23:46.668955,2023-09-04 18:29:20.579667,0 days 00:05:33.910712,0.0,balanced,4,11,500,110.22900128364563,1.0213852723439534,0.9275016470068939,0.9212589849427332,0.925904500650759,0.9353414554271895,3.461470827728133,0.02101411099031729,0.005859018751667213,COMPLETE
130,0.9275016470068939,2023-09-04 18:23:53.992181,2023-09-04 18:29:26.759239,0 days 00:05:32.767058,0.0,balanced,4,11,500,109.75508133570354,1.106242259343465,0.9275016470068939,0.9212589849427332,0.925904500650759,0.9353414554271895,3.6490449778787526,0.10034378055459987,0.005859018751667213,COMPLETE
131,0.9275016470068939,2023-09-04 18:24:32.143929,2023-09-04 18:30:31.475787,0 days 00:05:59.331858,0.0,balanced,4,11,500,118.64617768923442,1.0664879480997722,0.9275016470068939,0.9212589849427332,0.925904500650759,0.9353414554271895,3.928735862806513,0.023242628126001162,0.005859018751667213,COMPLETE
132,0.9225427900784994,2023-09-04 18:25:42.253748,2023-09-04 18:32:21.225868,0 days 00:06:38.972120,0.0,balanced,4,1,500,131.6431074142456,1.27022918065389,0.9225427900784994,0.9121084656413299,0.9231882760234497,0.9323316285707187,3.025107568634515,0.16464208190048926,0.008268678604468721,COMPLETE
133,0.9225427900784994,2023-09-04 18:27:17.230226,2023-09-04 18:34:01.457555,0 days 00:06:44.227329,0.0,balanced,4,1,500,133.0349984963735,1.6399119695027669,0.9225427900784994,0.9121084656413299,0.9231882760234497,0.9323316285707187,4.188418304993198,0.4178366523589494,0.008268678604468721,COMPLETE
134,0.9275016470068939,2023-09-04 18:27:38.828526,2023-09-04 18:33:11.504912,0 days 00:05:32.676386,0.0,balanced,4,11,500,109.56095790863037,1.2714837392171223,0.9275016470068939,0.9212589849427332,0.925904500650759,0.9353414554271895,2.0592365886446977,0.38080030252393443,0.005859018751667213,COMPLETE
135,0.9275016470068939,2023-09-04 18:28:06.421529,2023-09-04 18:34:14.692267,0 days 00:06:08.270738,0.0,balanced,4,11,500,121.29474512736003,1.3941415150960286,0.9275016470068939,0.9212589849427332,0.925904500650759,0.9353414554271895,3.719726021657631,0.24722142188100438,0.005859018751667213,COMPLETE
136,0.9275016470068939,2023-09-04 18:29:04.754568,2023-09-04 18:34:43.554700,0 days 00:05:38.800132,0.0,balanced,4,11,500,111.8561536471049,1.0098743438720703,0.9275016470068939,0.9212589849427332,0.925904500650759,0.9353414554271895,5.584912972170365,0.03704527016380572,0.005859018751667213,COMPLETE
137,0.9275016470068939,2023-09-04 18:29:20.586669,2023-09-04 18:34:58.406512,0 days 00:05:37.819843,0.0,balanced,4,11,500,111.58892877896626,0.9568352699279785,0.9275016470068939,0.9212589849427332,0.925904500650759,0.9353414554271895,6.001358140558563,0.030077660940026382,0.005859018751667213,COMPLETE
138,0.9275016470068939,2023-09-04 18:29:26.769253,2023-09-04 18:35:04.196109,0 days 00:05:37.426856,0.0,balanced,4,11,500,111.39171473185222,1.0142078399658203,0.9275016470068939,0.9212589849427332,0.925904500650759,0.9353414554271895,6.370004990253169,0.052427417549960796,0.005859018751667213,COMPLETE
139,0.9275016470068939,2023-09-04 18:30:31.485802,2023-09-04 18:36:42.435502,0 days 00:06:10.949700,0.0,balanced,4,11,500,122.43013620376587,1.153913180033366,0.9275016470068939,0.9212589849427332,0.925904500650759,0.9353414554271895,4.35925246227009,0.12249651045095687,0.005859018751667213,COMPLETE
140,0.9275016470068939,2023-09-04 18:32:21.233867,2023-09-04 18:38:33.004121,0 days 00:06:11.770254,0.0,balanced,4,11,500,122.76680024464925,1.0899299780527751,0.9275016470068939,0.9212589849427332,0.925904500650759,0.9353414554271895,0.8853353857421525,0.0705892563960233,0.005859018751667213,COMPLETE
141,0.9275016470068939,2023-09-04 18:33:11.510914,2023-09-04 18:38:50.518304,0 days 00:05:39.007390,0.0,balanced,4,11,500,111.92710296312968,0.997156540552775,0.9275016470068939,0.9212589849427332,0.925904500650759,0.9353414554271895,2.689845696658239,0.08259416379509732,0.005859018751667213,COMPLETE
142,0.9066063690449924,2023-09-04 18:34:01.464569,2023-09-04 18:40:10.316296,0 days 00:06:08.851727,0.01,balanced,4,11,500,122.12545228004456,0.7597686449686686,0.9066063690449924,0.9030490343966865,0.9014988681773478,0.9152712045609427,0.6557722938839101,0.03369869746054435,0.006159560845587977,COMPLETE
143,0.9275016470068939,2023-09-04 18:34:14.706268,2023-09-04 18:40:21.901628,0 days 00:06:07.195360,0.0,balanced,4,11,500,121.22402922312419,1.0681601365407307,0.9275016470068939,0.9212589849427332,0.925904500650759,0.9353414554271895,1.2806938253951345,0.054704874046047784,0.005859018751667213,COMPLETE
144,0.9275016470068939,2023-09-04 18:34:43.566704,2023-09-04 18:40:13.907058,0 days 00:05:30.340354,0.0,balanced,4,11,500,109.06873925526936,0.9730187257130941,0.9275016470068939,0.9212589849427332,0.925904500650759,0.9353414554271895,2.6819955704562237,0.07084683169370057,0.005859018751667213,COMPLETE
145,0.9275016470068939,2023-09-04 18:34:58.418507,2023-09-04 18:40:30.701428,0 days 00:05:32.282921,0.0,balanced,4,11,500,109.56210295359294,1.1335070927937825,0.9275016470068939,0.9212589849427332,0.925904500650759,0.9353414554271895,2.2916226267179685,0.2662066452201028,0.005859018751667213,COMPLETE
146,0.9275016470068939,2023-09-04 18:35:04.202635,2023-09-04 18:40:35.387425,0 days 00:05:31.184790,0.0,balanced,4,11,500,109.37123322486877,0.9591846466064453,0.9275016470068939,0.9212589849427332,0.925904500650759,0.9353414554271895,2.717957816145347,0.03054476790785777,0.005859018751667213,COMPLETE
147,0.9276612773140168,2023-09-04 18:36:42.442499,2023-09-04 18:44:04.255241,0 days 00:07:21.812742,0.0,,4,11,500,146.069362560908,1.1211973826090496,0.9276612773140168,0.9207905094957834,0.9262583807939907,0.9359349416522765,18.43421663727648,0.08708088845185154,0.006261764677792867,COMPLETE
148,0.9275016470068939,2023-09-04 18:38:33.015123,2023-09-04 18:45:15.707575,0 days 00:06:42.692452,0.0,balanced,4,11,500,132.96388943990073,1.19124436378479,0.9275016470068939,0.9212589849427332,0.925904500650759,0.9353414554271895,12.139143734691974,0.07973319587043,0.005859018751667213,COMPLETE
149,0.9275016470068939,2023-09-04 18:38:50.530305,2023-09-04 18:44:42.490350,0 days 00:05:51.960045,0.0,balanced,4,11,500,116.30363607406616,0.960009495417277,0.9275016470068939,0.9212589849427332,0.925904500650759,0.9353414554271895,7.970001216108868,0.044068795678575266,0.005859018751667213,COMPLETE
150,0.9275016470068939,2023-09-04 18:40:10.325318,2023-09-04 18:47:04.639767,0 days 00:06:54.314449,0.0,balanced,4,11,500,136.86189238230386,1.1775644620259602,0.9275016470068939,0.9212589849427332,0.925904500650759,0.9353414554271895,5.566598465451928,0.1389481213257954,0.005859018751667213,COMPLETE
151,0.9275016470068939,2023-09-04 18:40:13.912578,2023-09-04 18:46:13.072219,0 days 00:05:59.159641,0.0,balanced,4,11,500,118.63978862762451,1.0165790716807048,0.9275016470068939,0.9212589849427332,0.925904500650759,0.9353414554271895,4.112243712442884,0.11346355253798839,0.005859018751667213,COMPLETE
152,0.9276612773140168,2023-09-04 18:40:21.907676,2023-09-04 18:47:58.446443,0 days 00:07:36.538767,0.0,,4,11,500,150.89565896987915,1.2152658303578694,0.9276612773140168,0.9207905094957834,0.9262583807939907,0.9359349416522765,3.247793964701131,0.1047824284815154,0.006261764677792867,COMPLETE
153,0.9276612773140168,2023-09-04 18:40:30.707424,2023-09-04 18:47:13.328380,0 days 00:06:42.620956,0.0,,4,11,500,133.15541005134583,0.9898858865102133,0.9276612773140168,0.9207905094957834,0.9262583807939907,0.9359349416522765,2.979916070071747,0.03186938654714227,0.006261764677792867,COMPLETE
154,0.9276612773140168,2023-09-04 18:40:35.393429,2023-09-04 18:47:18.026544,0 days 00:06:42.633115,0.0,,4,11,500,133.08636593818665,1.0709792772928874,0.9276612773140168,0.9207905094957834,0.9262583807939907,0.9359349416522765,0.3949504112281312,0.054150522012836065,0.006261764677792867,COMPLETE
155,0.9276612773140168,2023-09-04 18:44:04.275256,2023-09-04 18:51:18.124679,0 days 00:07:13.849423,0.0,,4,11,500,143.41707062721252,1.1025300820668538,0.9276612773140168,0.9207905094957834,0.9262583807939907,0.9359349416522765,5.371444339791656,0.07362973162975767,0.006261764677792867,COMPLETE
156,0.9276612773140168,2023-09-04 18:44:42.498350,2023-09-04 18:51:09.786469,0 days 00:06:27.288119,0.0,,4,11,500,128.09952672322592,0.9321680863698324,0.9276612773140168,0.9207905094957834,0.9262583807939907,0.9359349416522765,1.4587293639919654,0.016147771118961318,0.006261764677792867,COMPLETE
157,0.9276612773140168,2023-09-04 18:45:15.716103,2023-09-04 18:52:23.385634,0 days 00:07:07.669531,0.0,,4,11,500,141.48383196194968,0.992318868637085,0.9276612773140168,0.9207905094957834,0.9262583807939907,0.9359349416522765,1.7277879983629811,0.02070799253988604,0.006261764677792867,COMPLETE
158,0.9276612773140168,2023-09-04 18:46:13.085222,2023-09-04 18:52:29.107930,0 days 00:06:16.022708,0.0,,4,11,500,124.31384189923604,0.9560402234395345,0.9276612773140168,0.9207905094957834,0.9262583807939907,0.9359349416522765,3.6620315385896856,0.028454547449811834,0.006261764677792867,COMPLETE
159,0.9276612773140168,2023-09-04 18:47:04.647769,2023-09-04 18:54:03.616912,0 days 00:06:58.969143,0.0,,4,11,500,138.45102922121683,1.1463889280954997,0.9276612773140168,0.9207905094957834,0.9262583807939907,0.9359349416522765,6.512945186022327,0.13386579843951704,0.006261764677792867,COMPLETE
160,0.9276612773140168,2023-09-04 18:47:13.334374,2023-09-04 18:53:29.449582,0 days 00:06:16.115208,0.0,,4,11,500,124.10078930854797,1.1924134890238445,0.9276612773140168,0.9207905094957834,0.9262583807939907,0.9359349416522765,1.0220794985108963,0.22341945035613164,0.006261764677792867,COMPLETE
161,0.9276612773140168,2023-09-04 18:47:18.048554,2023-09-04 18:53:34.166485,0 days 00:06:16.117931,0.0,,4,11,500,124.16204722722371,1.152901331583659,0.9276612773140168,0.9207905094957834,0.9262583807939907,0.9359349416522765,2.003269071861514,0.1702935318200756,0.006261764677792867,COMPLETE
162,0.9276612773140168,2023-09-04 18:47:58.453439,2023-09-04 18:54:55.463620,0 days 00:06:57.010181,0.0,,4,11,500,137.86985603968301,1.069512923558553,0.9276612773140168,0.9207905094957834,0.9262583807939907,0.9359349416522765,2.048971707363331,0.07304343935374454,0.006261764677792867,COMPLETE
163,0.9276612773140168,2023-09-04 18:51:09.803466,2023-09-04 18:57:07.211180,0 days 00:05:57.407714,0.0,,4,11,500,118.1527890364329,0.9050862789154053,0.9276612773140168,0.9207905094957834,0.9262583807939907,0.9359349416522765,2.1137086304434374,0.021976894513626746,0.006261764677792867,COMPLETE
164,0.9276612773140168,2023-09-04 18:51:18.142224,2023-09-04 18:57:53.329140,0 days 00:06:35.186916,0.0,,4,11,500,130.64630651474,1.0124869346618652,0.9276612773140168,0.9207905094957834,0.9262583807939907,0.9359349416522765,2.0287971372363613,0.006565869016578597,0.006261764677792867,COMPLETE
165,0.9276612773140168,2023-09-04 18:52:23.394633,2023-09-04 18:58:55.469355,0 days 00:06:32.074722,0.0,,4,11,500,129.56322566668192,1.0663302739461262,0.9276612773140168,0.9207905094957834,0.9262583807939907,0.9359349416522765,1.3048813266442458,0.10939744906044158,0.006261764677792867,COMPLETE
166,0.9276612773140168,2023-09-04 18:52:29.117932,2023-09-04 18:58:24.393147,0 days 00:05:55.275215,0.0,,4,11,500,117.46639402707417,0.905983050664266,0.9276612773140168,0.9207905094957834,0.9262583807939907,0.9359349416522765,0.6557128950561443,0.010738667925190027,0.006261764677792867,COMPLETE
167,0.9276612773140168,2023-09-04 18:53:29.455583,2023-09-04 18:59:23.912197,0 days 00:05:54.456614,0.0,,4,11,500,117.16035556793213,0.9268294175465902,0.9276612773140168,0.9207905094957834,0.9262583807939907,0.9359349416522765,2.1870036458462074,0.022195527530182273,0.006261764677792867,COMPLETE
168,0.9276612773140168,2023-09-04 18:53:34.176501,2023-09-04 18:59:26.206486,0 days 00:05:52.029985,0.0,,4,11,500,116.3526321252187,0.918337345123291,0.9276612773140168,0.9207905094957834,0.9262583807939907,0.9359349416522765,2.57582754842145,0.010972121285378755,0.006261764677792867,COMPLETE
169,0.9276612773140168,2023-09-04 18:54:03.624911,2023-09-04 19:00:27.900170,0 days 00:06:24.275259,0.0,,4,11,500,126.98841842015584,1.0373095671335857,0.9276612773140168,0.9207905094957834,0.9262583807939907,0.9359349416522765,4.1316430858067505,0.037593171256256025,0.006261764677792867,COMPLETE
170,0.9276612773140168,2023-09-04 18:54:55.479626,2023-09-04 19:01:22.137688,0 days 00:06:26.658062,0.0,,4,11,500,127.78779935836792,1.0276850859324138,0.9276612773140168,0.9207905094957834,0.9262583807939907,0.9359349416522765,4.6324164702263,0.05255387338132175,0.006261764677792867,COMPLETE
171,0.9276612773140168,2023-09-04 18:57:07.220181,2023-09-04 19:02:55.525741,0 days 00:05:48.305560,0.0,,4,11,500,115.10931428273518,0.9328408241271973,0.9276612773140168,0.9207905094957834,0.9262583807939907,0.9359349416522765,3.052108022054342,0.04741174486777068,0.006261764677792867,COMPLETE
