number,value,datetime_start,datetime_complete,duration,params_ccp_alpha,params_class_weight,params_max_features,params_min_samples_leaf,params_n_estimators,user_attrs_mean_fit_time,user_attrs_mean_score_time,user_attrs_mean_test_score,user_attrs_split0_test_score,user_attrs_split1_test_score,user_attrs_split2_test_score,user_attrs_std_fit_time,user_attrs_std_score_time,user_attrs_std_test_score,state
172,0.9276612773140168,2023-09-04 18:57:53.341141,2023-09-04 19:04:29.524256,0 days 00:06:36.183115,0.0,,4,11,500,130.66820534070334,1.3324795564015706,0.9276612773140168,0.9207905094957834,0.9262583807939907,0.9359349416522765,6.859680646451943,0.38524084855021723,0.006261764677792867,COMPLETE
173,0.9276612773140168,2023-09-04 18:58:24.400146,2023-09-04 19:04:18.708494,0 days 00:05:54.308348,0.0,,4,11,500,116.79358688990276,1.2511489391326904,0.9276612773140168,0.9207905094957834,0.9262583807939907,0.9359349416522765,3.139397025511611,0.501182925539467,0.006261764677792867,COMPLETE
174,0.8849734792509819,2023-09-04 18:58:55.477366,2023-09-04 19:06:06.128086,0 days 00:07:10.650720,0.0075,,4,11,500,142.73313538233438,0.7507449785868326,0.8849734792509819,0.8809252865162855,0.8780622815795507,0.8959328696571093,24.295380586143708,0.08759557737088114,0.007837107369107588,COMPLETE
175,0.9276612773140168,2023-09-04 18:59:23.920199,2023-09-04 19:05:39.109729,0 days 00:06:15.189530,0.0,,4,11,500,123.9421112537384,1.0628853638966878,0.9276612773140168,0.9207905094957834,0.9262583807939907,0.9359349416522765,13.933645621063139,0.20179621211105145,0.006261764677792867,COMPLETE
176,0.8919396380549798,2023-09-04 18:59:26.216484,2023-09-04 19:05:40.851078,0 days 00:06:14.634594,0.005,,4,11,500,123.58249616622925,1.2435270150502522,0.8919396380549798,0.8868358411589881,0.8856538400082064,0.9033292329977448,13.897911394864886,0.8312945969735548,0.008068103304590124,COMPLETE
177,0.9276612773140168,2023-09-04 19:00:27.907177,2023-09-04 19:08:08.948394,0 days 00:07:41.041217,0.0,,4,11,500,152.39061005910239,1.2169310251871746,0.9276612773140168,0.9207905094957834,0.9262583807939907,0.9359349416522765,22.752321067022617,0.23303048004547336,0.006261764677792867,COMPLETE
178,0.9276612773140168,2023-09-04 19:01:22.143688,2023-09-04 19:09:10.145725,0 days 00:07:48.002037,0.0,,4,11,500,154.49599949518839,1.4373245239257812,0.9276612773140168,0.9207905094957834,0.9262583807939907,0.9359349416522765,21.82402560866165,0.4256850647912351,0.006261764677792867,COMPLETE
179,0.9276612773140168,2023-09-04 19:02:55.535739,2023-09-04 19:09:39.127620,0 days 00:06:43.591881,0.0,,4,11,500,133.26369261741638,1.1908965905507405,0.9276612773140168,0.9207905094957834,0.9262583807939907,0.9359349416522765,6.694011546693525,0.22073988581278686,0.006261764677792867,COMPLETE
180,0.9276612773140168,2023-09-04 19:04:18.721495,2023-09-04 19:11:04.849422,0 days 00:06:46.127927,0.0,,4,11,500,133.963254292806,1.2019813060760498,0.9276612773140168,0.9207905094957834,0.9262583807939907,0.9359349416522765,8.880663228527398,0.19405157246147325,0.006261764677792867,COMPLETE
181,0.9276612773140168,2023-09-04 19:04:29.534256,2023-09-04 19:12:06.974450,0 days 00:07:37.440194,0.0,,4,11,500,151.28300833702087,1.0921764373779297,0.9276612773140168,0.9207905094957834,0.9262583807939907,0.9359349416522765,21.410218786539225,0.10764758063086215,0.006261764677792867,COMPLETE
182,0.9276612773140168,2023-09-04 19:05:39.179273,2023-09-04 19:12:03.729335,0 days 00:06:24.550062,0.0,,4,11,500,126.80937989552815,1.2707626819610596,0.9276612773140168,0.9207905094957834,0.9262583807939907,0.9359349416522765,4.224014798808625,0.25157176941976794,0.006261764677792867,COMPLETE
183,0.9276612773140168,2023-09-04 19:05:40.863092,2023-09-04 19:12:03.073299,0 days 00:06:22.210207,0.0,,4,11,500,125.69518502553304,1.6163432598114014,0.9276612773140168,0.9207905094957834,0.9262583807939907,0.9359349416522765,4.311669858098293,0.3823264879522002,0.006261764677792867,COMPLETE
184,0.9276612773140168,2023-09-04 19:06:06.135086,2023-09-04 19:13:09.479099,0 days 00:07:03.344013,0.0,,4,11,500,139.89503701527914,1.1179271539052327,0.9276612773140168,0.9207905094957834,0.9262583807939907,0.9359349416522765,13.761264380529711,0.08425896864496925,0.006261764677792867,COMPLETE
185,0.9276612773140168,2023-09-04 19:08:08.964396,2023-09-04 19:14:42.828262,0 days 00:06:33.863866,0.0,,4,11,500,130.22130473454794,0.9929617245992025,0.9276612773140168,0.9207905094957834,0.9262583807939907,0.9359349416522765,0.7118718176373268,0.032777864999474285,0.006261764677792867,COMPLETE
186,0.9276612773140168,2023-09-04 19:09:10.154728,2023-09-04 19:15:32.905976,0 days 00:06:22.751248,0.0,,4,11,500,126.52622143427531,0.9944875240325928,0.9276612773140168,0.9207905094957834,0.9262583807939907,0.9359349416522765,2.1146556758998463,0.01499171657789459,0.006261764677792867,COMPLETE
187,0.9276612773140168,2023-09-04 19:09:39.133617,2023-09-04 19:15:35.647169,0 days 00:05:56.513552,0.0,,4,11,500,117.87018744150798,0.912812868754069,0.9276612773140168,0.9207905094957834,0.9262583807939907,0.9359349416522765,1.9000576876331954,0.02907075630271824,0.006261764677792867,COMPLETE
188,0.9276612773140168,2023-09-04 19:11:04.857419,2023-09-04 19:16:59.707213,0 days 00:05:54.849794,0.0,,4,11,500,117.26257101694743,0.9608465035756429,0.9276612773140168,0.9207905094957834,0.9262583807939907,0.9359349416522765,4.546377510590209,0.06438850048310328,0.006261764677792867,COMPLETE
189,0.9276612773140168,2023-09-04 19:12:03.084298,2023-09-04 19:18:06.945173,0 days 00:06:03.860875,0.0,,4,11,500,120.21005487442017,1.014543851216634,0.9276612773140168,0.9207905094957834,0.9262583807939907,0.9359349416522765,7.974601623089532,0.1861812214924975,0.006261764677792867,COMPLETE
190,0.9276612773140168,2023-09-04 19:12:03.742348,2023-09-04 19:18:08.082622,0 days 00:06:04.340274,0.0,,4,11,500,120.04406523704529,1.3423348267873128,0.9276612773140168,0.9207905094957834,0.9262583807939907,0.9359349416522765,7.031781861368874,0.5250810206063665,0.006261764677792867,COMPLETE
191,0.9276612773140168,2023-09-04 19:12:06.982453,2023-09-04 19:19:03.009694,0 days 00:06:56.027241,0.0,,4,11,500,137.49980998039246,1.1014095942179363,0.9276612773140168,0.9207905094957834,0.9262583807939907,0.9359349416522765,18.290240034371855,0.11703103798446458,0.006261764677792867,COMPLETE
192,0.9276612773140168,2023-09-04 19:13:09.487098,2023-09-04 19:20:14.147428,0 days 00:07:04.660330,0.0,,4,11,500,140.46026182174683,1.027666966120402,0.9276612773140168,0.9207905094957834,0.9262583807939907,0.9359349416522765,15.941652969572552,0.02907193565552082,0.006261764677792867,COMPLETE
193,0.9276612773140168,2023-09-04 19:14:42.835259,2023-09-04 19:21:37.997685,0 days 00:06:55.162426,0.0,,4,11,500,137.1051705678304,1.215950647989909,0.9276612773140168,0.9207905094957834,0.9262583807939907,0.9359349416522765,17.272684242214847,0.3141632631928707,0.006261764677792867,COMPLETE
194,0.9276612773140168,2023-09-04 19:15:32.917987,2023-09-04 19:22:22.953494,0 days 00:06:50.035507,0.0,,4,11,500,135.70609625180563,0.8998719851175944,0.9276612773140168,0.9207905094957834,0.9262583807939907,0.9359349416522765,14.161507153161672,0.11421447436317678,0.006261764677792867,COMPLETE
195,0.9276612773140168,2023-09-04 19:15:35.654171,2023-09-04 19:22:01.030113,0 days 00:06:25.375942,0.0,,4,11,500,127.06893674532573,1.321686824162801,0.9276612773140168,0.9207905094957834,0.9262583807939907,0.9359349416522765,8.107314308489102,0.16961690791534642,0.006261764677792867,COMPLETE
196,0.9276612773140168,2023-09-04 19:16:59.713215,2023-09-04 19:23:07.321367,0 days 00:06:07.608152,0.0,,4,11,500,121.60568857192993,0.8571545282999674,0.9276612773140168,0.9207905094957834,0.9262583807939907,0.9359349416522765,13.443184332904309,0.14924713585250088,0.006261764677792867,COMPLETE
197,0.9276612773140168,2023-09-04 19:18:06.953173,2023-09-04 19:23:50.823563,0 days 00:05:43.870390,0.0,,4,11,500,113.57108950614929,0.9792025089263916,0.9276612773140168,0.9207905094957834,0.9262583807939907,0.9359349416522765,17.110787995203978,0.22877055214365055,0.006261764677792867,COMPLETE
198,0.9276612773140168,2023-09-04 19:18:08.095617,2023-09-04 19:23:50.537547,0 days 00:05:42.441930,0.0,,4,11,500,113.08780733744304,0.9721210797627767,0.9276612773140168,0.9207905094957834,0.9262583807939907,0.9359349416522765,16.73986068942289,0.25567578139312896,0.006261764677792867,COMPLETE
199,0.9276612773140168,2023-09-04 19:19:03.050691,2023-09-04 19:24:21.776317,0 days 00:05:18.725626,0.0,,4,11,500,105.45435325304668,0.7062068780263265,0.9276612773140168,0.9207905094957834,0.9262583807939907,0.9359349416522765,16.022811965115768,0.17186200288853032,0.006261764677792867,COMPLETE
