number,value,datetime_start,datetime_complete,duration,params_rf__ccp_alpha,params_rf__max_features,params_rf__min_samples_leaf,params_rf__n_estimators,user_attrs_mean_fit_time,user_attrs_mean_score_time,user_attrs_mean_test_score,user_attrs_split0_test_score,user_attrs_split1_test_score,user_attrs_split2_test_score,user_attrs_std_fit_time,user_attrs_std_score_time,user_attrs_std_test_score,state
84,0.9771385072598654,2023-09-04 03:14:45.753827,2023-09-04 03:18:59.443986,0 days 00:04:13.690159,0.0,4,41,500,83.24095892906189,1.243071715037028,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,1.3454982692956305,0.04188570464238354,0.003947982815877965,COMPLETE
85,0.9771385072598654,2023-09-04 03:15:59.399358,2023-09-04 03:20:09.861389,0 days 00:04:10.462031,0.0,4,41,500,82.2920511563619,1.1344212690989177,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,2.088093945751206,0.06957594658631974,0.003947982815877965,COMPLETE
86,0.9771385072598654,2023-09-04 03:16:09.718020,2023-09-04 03:20:40.803835,0 days 00:04:31.085815,0.0,4,41,500,89.02165905634563,1.2782514890034993,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,2.403618490002049,0.044973152614201206,0.003947982815877965,COMPLETE
87,0.9771385072598654,2023-09-04 03:16:28.808993,2023-09-04 03:20:59.462855,0 days 00:04:30.653862,0.0,4,41,500,88.45151742299397,1.7047388553619385,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,3.1101182334797475,0.6326151358533048,0.003947982815877965,COMPLETE
88,0.9767736571012144,2023-09-04 03:17:24.561358,2023-09-04 03:21:43.921724,0 days 00:04:19.360366,0.0,4,31,500,85.25479857126872,1.1469690799713135,0.9767736571012144,0.9718457542365133,0.9785142563413969,0.979960960725733,1.543268759016352,0.047821081452449184,0.003534252243107092,COMPLETE
89,0.9771385072598654,2023-09-04 03:17:38.710523,2023-09-04 03:21:51.092210,0 days 00:04:12.381687,0.0,4,41,500,82.47592655817668,1.5802734692891438,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,1.6982492012982333,0.6582222922976942,0.003947982815877965,COMPLETE
90,0.9771385072598654,2023-09-04 03:18:59.458985,2023-09-04 03:23:09.800996,0 days 00:04:10.342011,0.0,4,41,500,81.89842526117961,1.4908876419067383,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,1.6067073097559765,0.521598236755673,0.003947982815877965,COMPLETE
91,0.9771385072598654,2023-09-04 03:19:22.690297,2023-09-04 03:23:48.998754,0 days 00:04:26.308457,0.0,4,41,500,87.51301161448161,1.1715957323710124,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,1.1706977708503252,0.042021697931133466,0.003947982815877965,COMPLETE
92,0.9771385072598654,2023-09-04 03:19:33.836266,2023-09-04 03:24:02.090127,0 days 00:04:28.253861,0.0,4,41,500,87.6801077524821,1.685322602589925,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,1.2123088209482318,0.6457131474141155,0.003947982815877965,COMPLETE
93,0.9771385072598654,2023-09-04 03:20:09.873391,2023-09-04 03:24:17.035478,0 days 00:04:07.162087,0.0,4,41,500,81.25429360071819,1.0723717212677002,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,0.9838069415945317,0.013398278661945873,0.003947982815877965,COMPLETE
94,0.9767707973172551,2023-09-04 03:20:40.812833,2023-09-04 03:26:01.518338,0 days 00:05:20.705505,0.0,5,41,500,105.52327799797058,1.320534070332845,0.9767707973172551,0.9721542751964918,0.9780951681597885,0.9800629485954852,1.8925585501087323,0.19469578785706407,0.003361770102133764,COMPLETE
95,0.9767707973172551,2023-09-04 03:20:59.473852,2023-09-04 03:26:19.933237,0 days 00:05:20.459385,0.0,5,41,500,105.56028326352437,1.1939905484517415,0.9767707973172551,0.9721542751964918,0.9780951681597885,0.9800629485954852,2.3448917657785935,0.020466116585941142,0.003361770102133764,COMPLETE
96,0.9767707973172551,2023-09-04 03:21:43.931725,2023-09-04 03:26:40.248440,0 days 00:04:56.316715,0.0,5,41,500,97.62869461377461,1.0865238507588704,0.9767707973172551,0.9721542751964918,0.9780951681597885,0.9800629485954852,1.8053082799688738,0.008798847504772375,0.003361770102133764,COMPLETE
97,0.9767707973172551,2023-09-04 03:21:51.099208,2023-09-04 03:26:47.463894,0 days 00:04:56.364686,0.0,5,41,500,97.665855884552,1.0731921195983887,0.9767707973172551,0.9721542751964918,0.9780951681597885,0.9800629485954852,2.189900625090299,0.030259865914815467,0.003361770102133764,COMPLETE
98,0.9767707973172551,2023-09-04 03:23:09.812998,2023-09-04 03:28:07.846350,0 days 00:04:58.033352,0.0,5,41,500,97.91620866457622,1.3713967005411785,0.9767707973172551,0.9721542751964918,0.9780951681597885,0.9800629485954852,3.0482221528802453,0.43145959494707703,0.003361770102133764,COMPLETE
99,0.9767707973172551,2023-09-04 03:23:49.007263,2023-09-04 03:29:14.582962,0 days 00:05:25.575699,0.0,5,41,500,107.27198537190755,1.1888870398203533,0.9767707973172551,0.9721542751964918,0.9780951681597885,0.9800629485954852,4.1131413455471755,0.010314673639880447,0.003361770102133764,COMPLETE
100,0.9767707973172551,2023-09-04 03:24:02.096130,2023-09-04 03:29:29.390448,0 days 00:05:27.294318,0.0,5,41,500,106.9304285844167,2.108649174372355,0.9767707973172551,0.9721542751964918,0.9780951681597885,0.9800629485954852,4.248212818775923,0.6451546015145869,0.003361770102133764,COMPLETE
101,0.9767707973172551,2023-09-04 03:24:17.040006,2023-09-04 03:29:18.051794,0 days 00:05:01.011788,0.0,5,41,500,98.86307430267334,1.4220110575358074,0.9767707973172551,0.9721542751964918,0.9780951681597885,0.9800629485954852,4.000360458025285,0.49812415347396993,0.003361770102133764,COMPLETE
102,0.9771385072598654,2023-09-04 03:26:01.525336,2023-09-04 03:30:30.375801,0 days 00:04:28.850465,0.0,4,41,500,88.2648495833079,1.2889227072397869,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,2.927371785902892,0.11737834493090189,0.003947982815877965,COMPLETE
103,0.9771385072598654,2023-09-04 03:26:19.942238,2023-09-04 03:30:50.819921,0 days 00:04:30.877683,0.0,4,41,500,88.50255688031514,1.731981674830119,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,3.313176759271783,0.5599771975784262,0.003947982815877965,COMPLETE
104,0.9771385072598654,2023-09-04 03:26:40.254437,2023-09-04 03:30:50.863936,0 days 00:04:10.609499,0.0,4,41,500,82.23788436253865,1.2490930557250977,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,2.9353793483076545,0.15321087433697952,0.003947982815877965,COMPLETE
105,0.9768264698688532,2023-09-04 03:26:47.468893,2023-09-04 03:30:57.778827,0 days 00:04:10.309934,0.0,4,51,500,80.1917994817098,3.1911305586496987,0.9768264698688532,0.9711267479788461,0.9789611438642133,0.9803915177635005,1.8709171947470524,1.4766448256339404,0.0040723960670601845,COMPLETE
106,0.9768264698688532,2023-09-04 03:28:07.852350,2023-09-04 03:32:17.188058,0 days 00:04:09.335708,0.0,4,51,500,81.12315344810486,1.936565637588501,0.9768264698688532,0.9711267479788461,0.9789611438642133,0.9803915177635005,1.6878270505525597,0.6065615572359014,0.0040723960670601845,COMPLETE
107,0.9768264698688532,2023-09-04 03:29:14.588961,2023-09-04 03:33:37.928444,0 days 00:04:23.339483,0.0,4,51,500,85.94637362162273,1.7771010398864746,0.9768264698688532,0.9711267479788461,0.9789611438642133,0.9803915177635005,2.76484417372035,0.4268159727880249,0.0040723960670601845,COMPLETE
108,0.9768264698688532,2023-09-04 03:29:18.058794,2023-09-04 03:33:20.918921,0 days 00:04:02.860127,0.0,4,51,500,79.72589778900146,1.1722959677378337,0.9768264698688532,0.9711267479788461,0.9789611438642133,0.9803915177635005,1.7073754693500058,0.0886956769072831,0.0040723960670601845,COMPLETE
109,0.9768264698688532,2023-09-04 03:29:29.398437,2023-09-04 03:33:57.869274,0 days 00:04:28.470837,0.0,4,51,500,86.93906299273173,2.48518435160319,0.9768264698688532,0.9711267479788461,0.9789611438642133,0.9803915177635005,2.825511600581886,1.7618991510571789,0.0040723960670601845,COMPLETE
110,0.9768264698688532,2023-09-04 03:30:30.386804,2023-09-04 03:34:53.292857,0 days 00:04:22.906053,0.0,4,51,500,85.95684448877971,1.6210984388987224,0.9768264698688532,0.9711267479788461,0.9789611438642133,0.9803915177635005,2.835821381505453,0.5521908605344715,0.0040723960670601845,COMPLETE
111,0.9768264698688532,2023-09-04 03:30:50.829929,2023-09-04 03:35:21.348971,0 days 00:04:30.519042,0.0,4,51,500,88.33236495653789,1.7514459292093914,0.9768264698688532,0.9711267479788461,0.9789611438642133,0.9803915177635005,1.8874196961574758,0.6638647317336913,0.0040723960670601845,COMPLETE
112,0.9743353502634751,2023-09-04 03:30:50.873448,2023-09-04 03:34:58.494177,0 days 00:04:07.620729,0.005,4,51,500,81.48764340082805,0.9542326132456461,0.9743353502634751,0.96744552003389,0.9789246900111197,0.9766358407454157,1.3100402463559029,0.044023191877214735,0.00496064701322032,COMPLETE
113,0.9744168919920938,2023-09-04 03:30:57.789823,2023-09-04 03:35:13.338173,0 days 00:04:15.548350,0.005,4,41,500,83.72941406567891,1.3851823806762695,0.9744168919920938,0.9675306655117717,0.9786107672618174,0.9771092432026924,3.142300486229264,0.656464877557865,0.004907730635011817,COMPLETE
114,0.9744168919920938,2023-09-04 03:32:17.196071,2023-09-04 03:36:30.952628,0 days 00:04:13.756557,0.005,4,41,500,83.30641229947408,1.2187516689300537,0.9744168919920938,0.9675306655117717,0.9786107672618174,0.9771092432026924,1.2279760733905145,0.4895976879683585,0.004907730635011817,COMPLETE
115,0.9728698767366423,2023-09-04 03:33:20.945448,2023-09-04 03:34:20.887840,0 days 00:00:59.942392,0.005,4,41,100,19.151060740152996,0.7655452092488607,0.9728698767366423,0.966752793244705,0.9783749973774207,0.9734818395878009,1.3286419167258612,0.016767181057603837,0.004764436386676286,COMPLETE
116,0.9728698767366423,2023-09-04 03:33:37.933954,2023-09-04 03:34:40.128734,0 days 00:01:02.194780,0.005,4,41,100,20.093736171722412,0.5726753075917562,0.9728698767366423,0.966752793244705,0.9783749973774207,0.9734818395878009,0.6679617933341823,0.2249452142049848,0.004764436386676286,COMPLETE
117,0.9744168919920938,2023-09-04 03:33:57.875277,2023-09-04 03:38:27.945154,0 days 00:04:30.069877,0.005,4,41,500,88.99595761299133,0.9699789683024088,0.9744168919920938,0.9675306655117717,0.9786107672618174,0.9771092432026924,1.5794360759702424,0.03349019729081323,0.004907730635011817,COMPLETE
118,0.9771385072598654,2023-09-04 03:34:20.900844,2023-09-04 03:38:31.757648,0 days 00:04:10.856804,0.0,4,41,500,82.33290735880534,1.2266705830891926,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,1.326632735012342,0.21335746105345266,0.003947982815877965,COMPLETE
119,0.9771385072598654,2023-09-04 03:34:40.133733,2023-09-04 03:39:10.846258,0 days 00:04:30.712525,0.0,4,41,500,88.38320938746135,1.7962725162506104,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,1.8101322309408212,0.7780134869185742,0.003947982815877965,COMPLETE
120,0.9771385072598654,2023-09-04 03:34:53.298856,2023-09-04 03:39:25.696579,0 days 00:04:32.397723,0.0,4,41,500,88.01138265927632,2.708491881688436,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,1.199948766059749,0.2049761735581962,0.003947982815877965,COMPLETE
121,0.9771385072598654,2023-09-04 03:34:58.499178,2023-09-04 03:39:07.921672,0 days 00:04:09.422494,0.0,4,41,500,81.94223841031392,1.1400810082753499,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,2.0505853891108408,0.06947318849515323,0.003947982815877965,COMPLETE
122,0.9771385072598654,2023-09-04 03:35:13.347170,2023-09-04 03:39:22.869876,0 days 00:04:09.522706,0.0,4,41,500,81.97524015108745,1.1406325499216716,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,1.6220155516583574,0.03340765967483214,0.003947982815877965,COMPLETE
123,0.9771385072598654,2023-09-04 03:35:21.366975,2023-09-04 03:39:48.933942,0 days 00:04:27.566967,0.0,4,41,500,87.91010403633118,1.216364065806071,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,1.3794545359961206,0.05034721830363104,0.003947982815877965,COMPLETE
124,0.9771385072598654,2023-09-04 03:36:30.958627,2023-09-04 03:40:39.483193,0 days 00:04:08.524566,0.0,4,41,500,81.43705153465271,1.3481151262919109,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,2.057768750033814,0.33850092827076966,0.003947982815877965,COMPLETE
125,0.9771385072598654,2023-09-04 03:38:27.954156,2023-09-04 03:43:01.209006,0 days 00:04:33.254850,0.0,4,41,500,89.15204691886902,1.8683942953745525,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,3.889361854225873,0.6888342723689754,0.003947982815877965,COMPLETE
126,0.9771385072598654,2023-09-04 03:38:31.765649,2023-09-04 03:42:47.217291,0 days 00:04:15.451642,0.0,4,41,500,83.14780513445537,1.946224848429362,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,3.366439239452713,0.6490841107086521,0.003947982815877965,COMPLETE
127,0.9771385072598654,2023-09-04 03:39:07.928671,2023-09-04 03:43:20.983454,0 days 00:04:13.054783,0.0,4,41,500,83.1578483581543,1.1307164033253987,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,3.722786699917196,0.07376221844676861,0.003947982815877965,COMPLETE
128,0.9771385072598654,2023-09-04 03:39:10.851257,2023-09-04 03:43:44.205517,0 days 00:04:33.354260,0.0,4,41,500,89.65457097689311,1.40416685740153,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,4.167683274051202,0.2521650656066244,0.003947982815877965,COMPLETE
129,0.9771385072598654,2023-09-04 03:39:22.877878,2023-09-04 03:43:37.497555,0 days 00:04:14.619677,0.0,4,41,500,83.26875289281209,1.5449594656626384,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,3.7321541016424065,0.31550531915779456,0.003947982815877965,COMPLETE
130,0.9771385072598654,2023-09-04 03:39:25.702576,2023-09-04 03:43:56.983361,0 days 00:04:31.280785,0.0,4,41,500,89.15350778897603,1.2130560874938965,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,3.6593206525695616,0.05681146357736035,0.003947982815877965,COMPLETE
131,0.9771385072598654,2023-09-04 03:39:48.944944,2023-09-04 03:44:22.541012,0 days 00:04:33.596068,0.0,4,41,500,89.68709834416707,1.455690860748291,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,2.8577033166283266,0.28688799161680095,0.003947982815877965,COMPLETE
132,0.9771385072598654,2023-09-04 03:40:39.492716,2023-09-04 03:44:52.858639,0 days 00:04:13.365923,0.0,4,41,500,83.23488640785217,1.1615699132283528,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,2.2952075672868086,0.05419213881712251,0.003947982815877965,COMPLETE
133,0.9771385072598654,2023-09-04 03:42:47.226287,2023-09-04 03:46:57.279042,0 days 00:04:10.052755,0.0,4,41,500,81.83237266540527,1.4591887791951497,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,2.050115931875,0.5211259001604799,0.003947982815877965,COMPLETE
134,0.9771385072598654,2023-09-04 03:43:01.215009,2023-09-04 03:47:30.854579,0 days 00:04:29.639570,0.0,4,41,500,88.04157177607219,1.7752583026885986,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,3.046408314106247,0.5742040902492043,0.003947982815877965,COMPLETE
135,0.9771385072598654,2023-09-04 03:43:21.000450,2023-09-04 03:47:28.743333,0 days 00:04:07.742883,0.0,4,41,500,81.32738304138184,1.1942250728607178,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,1.8039924340404467,0.08970846573507138,0.003947982815877965,COMPLETE
136,0.9771385072598654,2023-09-04 03:43:37.503557,2023-09-04 03:47:47.213631,0 days 00:04:09.710074,0.0,4,41,500,82.09525680541992,1.0885828336079915,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,2.272249031904573,0.034302350370668415,0.003947982815877965,COMPLETE
137,0.9771385072598654,2023-09-04 03:43:44.212518,2023-09-04 03:48:17.889044,0 days 00:04:33.676526,0.0,4,41,500,89.84271987279256,1.3190984725952148,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,3.787049858952512,0.1227295907159112,0.003947982815877965,COMPLETE
138,0.9771385072598654,2023-09-04 03:43:56.988358,2023-09-04 03:48:29.376348,0 days 00:04:32.387990,0.0,4,41,500,89.516752799352,1.2203925450642903,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,3.7865456343382387,0.024897822244222913,0.003947982815877965,COMPLETE
139,0.9771385072598654,2023-09-04 03:44:22.551026,2023-09-04 03:48:55.620922,0 days 00:04:33.069896,0.0,4,41,500,89.4829170703888,1.475690205891927,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,4.507382129380725,0.4163590268303504,0.003947982815877965,COMPLETE
140,0.9771385072598654,2023-09-04 03:44:52.864645,2023-09-04 03:49:05.941825,0 days 00:04:13.077180,0.0,4,41,500,82.97035733858745,1.329679807027181,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,3.0370377451113426,0.322919009857998,0.003947982815877965,COMPLETE
141,0.9771385072598654,2023-09-04 03:46:57.285042,2023-09-04 03:51:09.390175,0 days 00:04:12.105133,0.0,4,41,500,82.42817052205403,1.553186575571696,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,1.7513908475683353,0.5394572827719165,0.003947982815877965,COMPLETE
142,0.9771385072598654,2023-09-04 03:47:28.749332,2023-09-04 03:51:41.406281,0 days 00:04:12.656949,0.0,4,41,500,83.00608237584431,1.152386983235677,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,0.879127855917463,0.09641663972996643,0.003947982815877965,COMPLETE
143,0.9771385072598654,2023-09-04 03:47:30.864574,2023-09-04 03:52:03.662376,0 days 00:04:32.797802,0.0,4,41,500,89.67470439275105,1.1938738028208415,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,1.1191494835332938,0.02726863653779689,0.003947982815877965,COMPLETE
144,0.9771385072598654,2023-09-04 03:47:47.230642,2023-09-04 03:51:58.796913,0 days 00:04:11.566271,0.0,4,41,500,82.31470473607381,1.472693920135498,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,0.43919294603384834,0.526138487649232,0.003947982815877965,COMPLETE
145,0.9771385072598654,2023-09-04 03:48:17.906044,2023-09-04 03:52:47.379312,0 days 00:04:29.473268,0.0,4,41,500,88.13742423057556,1.6199703216552734,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,1.9834134959807026,0.5050724823613427,0.003947982815877965,COMPLETE
146,0.9771385072598654,2023-09-04 03:48:29.383345,2023-09-04 03:52:56.057690,0 days 00:04:26.674345,0.0,4,41,500,87.58716956774394,1.2389196554819744,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,2.0637175824921585,0.03974271702666693,0.003947982815877965,COMPLETE
147,0.9771385072598654,2023-09-04 03:48:55.647930,2023-09-04 03:53:22.965714,0 days 00:04:27.317784,0.0,4,41,500,87.86884196599324,1.1753926277160645,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,2.3993972939812402,0.005726796496128406,0.003947982815877965,COMPLETE
148,0.9771385072598654,2023-09-04 03:49:05.947839,2023-09-04 03:53:13.507185,0 days 00:04:07.559346,0.0,4,41,500,81.34411422411601,1.1153570016225178,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,2.3564103184733614,0.022405733637784572,0.003947982815877965,COMPLETE
149,0.9771385072598654,2023-09-04 03:51:09.400184,2023-09-04 03:55:17.041173,0 days 00:04:07.640989,0.0,4,41,500,81.39863133430481,1.0893433094024658,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,1.9238633057727637,0.027986588511519254,0.003947982815877965,COMPLETE
150,0.9771385072598654,2023-09-04 03:51:41.414282,2023-09-04 03:55:48.636980,0 days 00:04:07.222698,0.0,4,41,500,81.09792057673137,1.2509567737579346,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,1.6398448247425776,0.13871763735483372,0.003947982815877965,COMPLETE
151,0.9771385072598654,2023-09-04 03:51:58.801905,2023-09-04 03:56:05.664607,0 days 00:04:06.862702,0.0,4,41,500,81.1348488330841,1.092692534128825,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,1.9220638814174638,0.02365352416727083,0.003947982815877965,COMPLETE
152,0.9771385072598654,2023-09-04 03:52:03.670377,2023-09-04 03:56:28.692095,0 days 00:04:25.021718,0.0,4,41,500,87.06630484263103,1.2177335421244304,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,2.0582462725522506,0.06615057866356495,0.003947982815877965,COMPLETE
153,0.9771385072598654,2023-09-04 03:52:47.389307,2023-09-04 03:57:12.504177,0 days 00:04:25.114870,0.0,4,41,500,86.74904497464497,1.5625427563985188,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,2.689951392789626,0.46330414732812875,0.003947982815877965,COMPLETE
154,0.9771385072598654,2023-09-04 03:52:56.066692,2023-09-04 03:57:22.698015,0 days 00:04:26.631323,0.0,4,41,500,86.7059399286906,2.1061390240987143,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,2.2890253156306333,0.764951616418523,0.003947982815877965,COMPLETE
155,0.9771385072598654,2023-09-04 03:53:13.514183,2023-09-04 03:57:21.533606,0 days 00:04:08.019423,0.0,4,41,500,81.4760639667511,1.141385793685913,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,2.0887286281464563,0.0902427181646113,0.003947982815877965,COMPLETE
156,0.9771385072598654,2023-09-04 03:53:22.976716,2023-09-04 03:57:47.105688,0 days 00:04:24.128972,0.0,4,41,500,86.79121510187785,1.1830779711405437,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,2.5892036941629772,0.017963843756080983,0.003947982815877965,COMPLETE
157,0.9771385072598654,2023-09-04 03:55:17.046170,2023-09-04 03:59:25.258628,0 days 00:04:08.212458,0.0,4,41,500,81.33772802352905,1.3390658696492512,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,1.152812482753261,0.3064717067752907,0.003947982815877965,COMPLETE
158,0.9771385072598654,2023-09-04 03:55:48.646983,2023-09-04 03:59:57.810309,0 days 00:04:09.163326,0.0,4,41,500,81.83285578091939,1.1602303981781006,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,1.9267294700442434,0.039921629568472713,0.003947982815877965,COMPLETE
159,0.9771385072598654,2023-09-04 03:56:05.672604,2023-09-04 04:00:17.194677,0 days 00:04:11.522073,0.0,4,41,500,82.45864057540894,1.3233598073323567,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,2.670613591072382,0.26706500685522944,0.003947982815877965,COMPLETE
160,0.9771385072598654,2023-09-04 03:56:28.698097,2023-09-04 04:00:57.176175,0 days 00:04:28.478078,0.0,4,41,500,88.19360168774922,1.231890598932902,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,3.989418649059343,0.13255792329472318,0.003947982815877965,COMPLETE
161,0.9771385072598654,2023-09-04 03:57:12.515181,2023-09-04 04:01:47.598024,0 days 00:04:35.082843,0.0,4,41,500,89.98618133862813,1.6447420120239258,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,5.0586129154816915,0.539978511197139,0.003947982815877965,COMPLETE
162,0.9771385072598654,2023-09-04 03:57:21.542142,2023-09-04 04:01:33.941269,0 days 00:04:12.399127,0.0,4,41,500,82.28595654169719,1.7825647195180256,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,2.131956195032868,0.979353464298088,0.003947982815877965,COMPLETE
163,0.9760432510874906,2023-09-04 03:57:22.704015,2023-09-04 04:05:00.399490,0 days 00:07:37.695475,0.0,7,41,500,151.2281347910563,1.233149766921997,0.9760432510874906,0.9710166370059066,0.9775842897006063,0.979528826555959,11.089890369339383,0.05061968936501092,0.003641926480984154,COMPLETE
164,0.9738217774026753,2023-09-04 03:57:47.114681,2023-09-04 04:03:33.044809,0 days 00:05:45.930128,0.0,4,1,500,113.72451559702556,1.5126609007517497,0.9738217774026753,0.9710479095734001,0.9752675030946437,0.9751499195399821,7.074245517464127,0.21663518196625867,0.001962008074023062,COMPLETE
165,0.9738217774026753,2023-09-04 03:59:25.264627,2023-09-04 04:04:45.709925,0 days 00:05:20.445298,0.0,4,1,500,105.44480315844218,1.2949174245198567,0.9738217774026753,0.9710479095734001,0.9752675030946437,0.9751499195399821,3.9682203440998873,0.10300480826383682,0.001962008074023062,COMPLETE
166,0.9760432510874906,2023-09-04 03:59:57.816303,2023-09-04 04:06:54.729201,0 days 00:06:56.912898,0.0,7,41,500,136.75860357284546,2.139335552851359,0.9760432510874906,0.9710166370059066,0.9775842897006063,0.979528826555959,2.734908330346569,0.7184945787699342,0.003641926480984154,COMPLETE
167,0.9771385072598654,2023-09-04 04:00:17.204202,2023-09-04 04:04:31.153690,0 days 00:04:13.949488,0.0,4,41,500,83.35184955596924,1.2322906653086345,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,2.304474146140767,0.06508189183659237,0.003947982815877965,COMPLETE
168,0.9738217774026753,2023-09-04 04:00:57.185177,2023-09-04 04:06:51.478845,0 days 00:05:54.293668,0.0,4,1,500,116.70538934071858,1.3191448052724202,0.9738217774026753,0.9710479095734001,0.9752675030946437,0.9751499195399821,5.91735160158188,0.06265548902599108,0.001962008074023062,COMPLETE
169,0.9771385072598654,2023-09-04 04:01:33.962269,2023-09-04 04:05:52.094940,0 days 00:04:18.132671,0.0,4,41,500,84.15799832344055,1.800028403600057,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,3.407512594131588,0.5300850751699184,0.003947982815877965,COMPLETE
170,0.9760432510874906,2023-09-04 04:01:47.606024,2023-09-04 04:09:22.079230,0 days 00:07:34.473206,0.0,7,41,500,149.57195727030435,1.8427495161692302,0.9760432510874906,0.9710166370059066,0.9775842897006063,0.979528826555959,3.419991576222724,0.8716610741566805,0.003641926480984154,COMPLETE
171,0.9771385072598654,2023-09-04 04:03:33.054822,2023-09-04 04:08:10.554012,0 days 00:04:37.499190,0.0,4,41,500,91.20360398292542,1.2254451115926106,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,3.488374008019323,0.018012052677894252,0.003947982815877965,COMPLETE
172,0.9771385072598654,2023-09-04 04:04:31.160694,2023-09-04 04:08:41.357986,0 days 00:04:10.197292,0.0,4,41,500,81.95887589454651,1.3735295136769612,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,0.3080630684590356,0.41701020717001763,0.003947982815877965,COMPLETE
173,0.9760432510874906,2023-09-04 04:04:45.724927,2023-09-04 04:11:33.186941,0 days 00:06:47.462014,0.0,7,41,500,133.76490569114685,1.98273770014445,0.9760432510874906,0.9710166370059066,0.9775842897006063,0.979528826555959,3.592231148690751,1.2542702845537397,0.003641926480984154,COMPLETE
174,0.9771385072598654,2023-09-04 04:05:00.407026,2023-09-04 04:09:27.204690,0 days 00:04:26.797664,0.0,4,41,500,87.61650029818217,1.2038971583048503,0.9771385072598654,0.9716518117591162,0.9789863206260621,0.980777389394418,1.896369328587425,0.05142869054895212,0.003947982815877965,COMPLETE
