number,value,datetime_start,datetime_complete,duration,params_rf__ccp_alpha,params_rf__max_features,params_rf__min_samples_leaf,params_rf__n_estimators,user_attrs_mean_fit_time,user_attrs_mean_score_time,user_attrs_mean_test_score,user_attrs_split0_test_score,user_attrs_split1_test_score,user_attrs_split2_test_score,user_attrs_std_fit_time,user_attrs_std_score_time,user_attrs_std_test_score,state
175,0.9273532204392131,2023-09-03 23:26:33.334104,2023-09-03 23:33:04.734873,0 days 00:06:31.400769,0.0,6,11,500,129.0166962146759,1.3877077102661133,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,3.5646420557148444,0.42978583490532646,0.0060129148495346755,COMPLETE
176,0.9273532204392131,2023-09-03 23:26:37.498936,2023-09-03 23:33:09.477113,0 days 00:06:31.978177,0.0,6,11,500,128.72664896647134,1.8730465571085613,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,4.885142377773074,0.5959984875318675,0.0060129148495346755,COMPLETE
177,0.9273532204392131,2023-09-03 23:27:07.489870,2023-09-03 23:33:40.286516,0 days 00:06:32.796646,0.0,6,11,500,129.8161427974701,1.0583813190460205,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,4.2729036202797825,0.03794463858766156,0.0060129148495346755,COMPLETE
178,0.9273532204392131,2023-09-03 23:27:19.425657,2023-09-03 23:34:28.720215,0 days 00:07:09.294558,0.0,6,11,500,141.88596487045288,1.1540432771046956,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,5.634263095140204,0.017563899246098965,0.0060129148495346755,COMPLETE
179,0.9273532204392131,2023-09-03 23:28:08.256531,2023-09-03 23:35:17.935955,0 days 00:07:09.679424,0.0,6,11,500,142.04413080215454,1.1268312136332195,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,5.480410377136665,0.01964140153126004,0.0060129148495346755,COMPLETE
180,0.9273532204392131,2023-09-03 23:31:02.891620,2023-09-03 23:38:21.389211,0 days 00:07:18.497591,0.0,6,11,500,144.6214108467102,1.4764277935028076,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,6.924788137876959,0.22252684323220745,0.0060129148495346755,COMPLETE
181,0.9273532204392131,2023-09-03 23:32:09.984222,2023-09-03 23:38:48.604446,0 days 00:06:38.620224,0.0,6,11,500,131.57899602254233,1.2363834381103516,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,4.970532345356266,0.2901670635067729,0.0060129148495346755,COMPLETE
182,0.926498573655126,2023-09-03 23:33:04.747401,2023-09-03 23:41:48.217991,0 days 00:08:43.470590,0.0,8,11,500,172.637881676356,1.7967891693115234,0.926498573655126,0.919083851737369,0.9258122289838346,0.9345996402441741,9.326949243022618,0.8866243283708113,0.006352858936617117,COMPLETE
183,0.926498573655126,2023-09-03 23:33:09.482111,2023-09-03 23:41:57.206222,0 days 00:08:47.724111,0.0,8,11,500,174.4960811138153,1.348105510075887,0.926498573655126,0.919083851737369,0.9258122289838346,0.9345996402441741,10.636063592684472,0.12143024550193855,0.006352858936617117,COMPLETE
184,0.9273532204392131,2023-09-03 23:33:36.069271,2023-09-03 23:41:22.833065,0 days 00:07:46.763794,0.0,6,11,500,154.08503341674805,1.4352014064788818,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,16.924977883862734,0.051034176735513914,0.0060129148495346755,COMPLETE
185,0.9273532204392131,2023-09-03 23:33:40.292517,2023-09-03 23:40:23.006894,0 days 00:06:42.714377,0.0,6,11,500,132.92711353302002,1.2364707787831624,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,6.94786965729739,0.1294503949944126,0.0060129148495346755,COMPLETE
186,0.9273532204392131,2023-09-03 23:34:28.728214,2023-09-03 23:42:31.378185,0 days 00:08:02.649971,0.0,6,11,500,159.34968511263529,1.4737897713979085,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,18.375166358673773,0.22805520043210212,0.0060129148495346755,COMPLETE
187,0.9273532204392131,2023-09-03 23:35:17.942956,2023-09-03 23:43:27.183724,0 days 00:08:09.240768,0.0,6,11,500,161.74594219525656,1.2729534308115642,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,13.221992721883238,0.04060127243822671,0.0060129148495346755,COMPLETE
188,0.9273532204392131,2023-09-03 23:38:21.422209,2023-09-03 23:46:23.839796,0 days 00:08:02.417587,0.0,6,11,500,158.91478514671326,1.8127164045969646,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,8.946984214689584,0.6098062978698958,0.0060129148495346755,COMPLETE
189,0.9273532204392131,2023-09-03 23:38:48.618444,2023-09-03 23:45:41.997613,0 days 00:06:53.379169,0.0,6,11,500,136.11880819002786,1.5786995093027751,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,4.7768066291393145,0.7101383276606154,0.0060129148495346755,COMPLETE
190,0.9273532204392131,2023-09-03 23:40:23.046890,2023-09-03 23:47:12.708736,0 days 00:06:49.661846,0.0,6,11,500,135.45008142789206,0.9943291346232096,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,2.502644856472877,0.016388427144795274,0.0060129148495346755,COMPLETE
191,0.9273532204392131,2023-09-03 23:41:22.843066,2023-09-03 23:48:59.157395,0 days 00:07:36.314329,0.0,6,11,500,150.4952972730001,1.5277877648671467,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,4.558266331211837,0.4680993405963522,0.0060129148495346755,COMPLETE
192,0.9273532204392131,2023-09-03 23:41:48.223990,2023-09-03 23:48:32.782629,0 days 00:06:44.558639,0.0,6,11,500,133.69314869244894,1.088713010152181,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,2.7505328362711765,0.10945696216631648,0.0060129148495346755,COMPLETE
193,0.9273532204392131,2023-09-03 23:41:57.215224,2023-09-03 23:48:36.304480,0 days 00:06:39.089256,0.0,6,11,500,131.5044073263804,1.4489832719167073,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,1.3100235791533688,0.5812767577558826,0.0060129148495346755,COMPLETE
194,0.9273532204392131,2023-09-03 23:42:31.411183,2023-09-03 23:49:52.800413,0 days 00:07:21.389230,0.0,6,11,500,145.88764580090842,1.1543691953023274,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,4.603514020030692,0.04634666021178794,0.0060129148495346755,COMPLETE
195,0.9273532204392131,2023-09-03 23:43:27.192723,2023-09-03 23:50:44.217069,0 days 00:07:17.024346,0.0,6,11,500,143.8479917049408,1.762770414352417,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,5.875552223609193,0.4270694532312928,0.0060129148495346755,COMPLETE
196,0.9273532204392131,2023-09-03 23:45:42.005617,2023-09-03 23:52:14.094999,0 days 00:06:32.089382,0.0,6,11,500,129.06713938713074,1.57258145014445,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,3.515477623747709,0.5586174109448743,0.0060129148495346755,COMPLETE
197,0.9273532204392131,2023-09-03 23:46:23.845797,2023-09-03 23:53:43.164549,0 days 00:07:19.318752,0.0,6,11,500,145.19831307729086,1.1692441304524739,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,2.5135671301654625,0.03632516195075307,0.0060129148495346755,COMPLETE
198,0.9273532204392131,2023-09-03 23:47:12.715734,2023-09-03 23:53:48.030490,0 days 00:06:35.314756,0.0,6,11,500,129.96808846791586,1.740637222925822,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,2.8505428397473187,0.963386438379643,0.0060129148495346755,COMPLETE
199,0.9273532204392131,2023-09-03 23:48:32.793629,2023-09-03 23:55:04.389762,0 days 00:06:31.596133,0.0,6,11,500,129.4289767742157,1.0357011953989665,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,3.606601290360922,0.03954265102528206,0.0060129148495346755,COMPLETE
200,0.9273532204392131,2023-09-03 23:48:36.318477,2023-09-03 23:55:07.527026,0 days 00:06:31.208549,0.0,6,11,500,128.79151193300882,1.5473016103108723,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,4.125495176867233,0.3197840444314874,0.0060129148495346755,COMPLETE
201,0.9273532204392131,2023-09-03 23:48:59.165406,2023-09-03 23:56:12.832465,0 days 00:07:13.667059,0.0,6,11,500,142.99344531695047,1.490552584330241,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,3.747829276352116,0.5312414312014735,0.0060129148495346755,COMPLETE
202,0.9273532204392131,2023-09-03 23:49:52.813416,2023-09-03 23:57:04.426587,0 days 00:07:11.613171,0.0,6,11,500,142.67751828829446,1.1268463929494221,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,4.008338104381252,0.04042036537349545,0.0060129148495346755,COMPLETE
203,0.9273532204392131,2023-09-03 23:50:44.231070,2023-09-03 23:57:53.424802,0 days 00:07:09.193732,0.0,6,11,500,141.8610518773397,1.1278310616811116,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,2.09618181662743,0.027541002018003274,0.0060129148495346755,COMPLETE
204,0.9273532204392131,2023-09-03 23:52:14.101001,2023-09-03 23:58:44.677906,0 days 00:06:30.576905,0.0,6,11,500,129.102525472641,1.0337542692820232,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,2.7581710261407317,0.02004807068298145,0.0060129148495346755,COMPLETE
205,0.9273532204392131,2023-09-03 23:53:43.172076,2023-09-04 00:00:53.448242,0 days 00:07:10.276166,0.0,6,11,500,141.92938939730325,1.4219786326090496,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,4.224691581257728,0.4242054636841108,0.0060129148495346755,COMPLETE
206,0.9273532204392131,2023-09-03 23:53:48.037491,2023-09-04 00:00:19.861216,0 days 00:06:31.823725,0.0,6,11,500,129.4821832974752,1.059368371963501,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,3.8270285995775137,0.09030376635434997,0.0060129148495346755,COMPLETE
207,0.9273532204392131,2023-09-03 23:55:04.398292,2023-09-04 00:01:35.802427,0 days 00:06:31.404135,0.0,6,11,500,129.36115582784018,1.0453678766886394,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,4.863333230657656,0.02129474781012829,0.0060129148495346755,COMPLETE
208,0.9273532204392131,2023-09-03 23:55:07.533026,2023-09-04 00:01:40.750264,0 days 00:06:33.217238,0.0,6,11,500,129.86805788675943,1.1369918982187908,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,3.8467196049242065,0.2103030047953288,0.0060129148495346755,COMPLETE
209,0.9273532204392131,2023-09-03 23:56:12.838465,2023-09-04 00:03:51.304324,0 days 00:07:38.465859,0.0,6,11,500,151.30311822891235,1.4596519470214844,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,15.195919489612693,0.4006153007905609,0.0060129148495346755,COMPLETE
210,0.9273532204392131,2023-09-03 23:57:04.450107,2023-09-04 00:04:55.234716,0 days 00:07:50.784609,0.0,6,11,500,154.79296056429544,2.0532192389170327,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,17.102749665142632,0.5243548111407649,0.0060129148495346755,COMPLETE
211,0.9273532204392131,2023-09-03 23:57:53.435803,2023-09-04 00:05:43.731583,0 days 00:07:50.295780,0.0,6,11,500,155.42959690093994,1.2664628823598225,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,13.107801127205313,0.16142134413947715,0.0060129148495346755,COMPLETE
212,0.9273532204392131,2023-09-03 23:58:44.683907,2023-09-04 00:05:30.656821,0 days 00:06:45.972914,0.0,6,11,500,134.13750664393106,1.125109354654948,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,6.084471640085644,0.11111071008522747,0.0060129148495346755,COMPLETE
213,0.9273532204392131,2023-09-04 00:00:19.868219,2023-09-04 00:07:07.324368,0 days 00:06:47.456149,0.0,6,11,500,134.6884764035543,1.0642178058624268,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,3.398241243042133,0.011984380305353256,0.0060129148495346755,COMPLETE
214,0.9273532204392131,2023-09-04 00:00:53.456240,2023-09-04 00:08:42.664781,0 days 00:07:49.208541,0.0,6,11,500,155.0342129866282,1.2384066581726074,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,8.137907686804043,0.19215445568137823,0.0060129148495346755,COMPLETE
215,0.9273532204392131,2023-09-04 00:01:35.808425,2023-09-04 00:08:21.610239,0 days 00:06:45.801814,0.0,6,11,500,133.87047489484152,1.3304345607757568,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,0.7517946056797296,0.4305077582950602,0.0060129148495346755,COMPLETE
216,0.9273532204392131,2023-09-04 00:01:40.756263,2023-09-04 00:08:24.884957,0 days 00:06:44.128694,0.0,6,11,500,133.37075622876486,1.2766185601552327,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,2.039114921607967,0.15110790264930227,0.0060129148495346755,COMPLETE
217,0.9273532204392131,2023-09-04 00:03:51.312324,2023-09-04 00:11:11.313564,0 days 00:07:20.001240,0.0,6,11,500,145.06453410784403,1.5241841475168865,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,3.773124754378506,0.6086343711547841,0.0060129148495346755,COMPLETE
218,0.9273532204392131,2023-09-04 00:04:55.244713,2023-09-04 00:12:04.559957,0 days 00:07:09.315244,0.0,6,11,500,141.94288063049316,1.1060189406077068,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,1.8105069112865049,0.0344427602859176,0.0060129148495346755,COMPLETE
219,0.9273532204392131,2023-09-04 00:05:30.662824,2023-09-04 00:11:58.860587,0 days 00:06:28.197763,0.0,6,11,500,128.3132038116455,1.023696502049764,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,2.6511360913543864,0.042539455763841307,0.0060129148495346755,COMPLETE
220,0.9273532204392131,2023-09-04 00:05:43.739585,2023-09-04 00:12:50.914428,0 days 00:07:07.174843,0.0,6,11,500,140.76322031021118,1.5645450750986736,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,1.340133221342945,0.6897436753494398,0.0060129148495346755,COMPLETE
221,0.9273532204392131,2023-09-04 00:07:07.339379,2023-09-04 00:13:34.080642,0 days 00:06:26.741263,0.0,6,11,500,127.84386165936787,1.0023668607076008,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,3.0983792720333967,0.012030288213251788,0.0060129148495346755,COMPLETE
222,0.9273532204392131,2023-09-04 00:08:21.618235,2023-09-04 00:14:48.423253,0 days 00:06:26.805018,0.0,6,11,500,127.83995310465495,1.032699426015218,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,4.096480054615249,0.03067690193667171,0.0060129148495346755,COMPLETE
223,0.9273532204392131,2023-09-04 00:08:24.889957,2023-09-04 00:14:52.162173,0 days 00:06:27.272216,0.0,6,11,500,127.55905977884929,1.4705018997192383,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,3.440083284610656,0.6200225372711727,0.0060129148495346755,COMPLETE
224,0.9273532204392131,2023-09-04 00:08:42.669780,2023-09-04 00:15:44.666243,0 days 00:07:01.996463,0.0,6,11,500,139.4719122250875,1.137215296427409,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,2.546536113389582,0.03883240940166502,0.0060129148495346755,COMPLETE
225,0.9273532204392131,2023-09-04 00:11:11.326568,2023-09-04 00:18:15.591258,0 days 00:07:04.264690,0.0,6,11,500,140.05689239501953,1.2986512184143066,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,5.214112559901549,0.2397902072035451,0.0060129148495346755,COMPLETE
226,0.9273532204392131,2023-09-04 00:11:58.866584,2023-09-04 00:18:28.648528,0 days 00:06:29.781944,0.0,6,11,500,128.79310250282288,1.0696923732757568,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,4.167385777884456,0.08171797865369725,0.0060129148495346755,COMPLETE
227,0.9273532204392131,2023-09-04 00:12:04.565962,2023-09-04 00:19:07.469884,0 days 00:07:02.903922,0.0,6,11,500,139.6221559047699,1.2781267960866292,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,5.282206092431814,0.19135458080577514,0.0060129148495346755,COMPLETE
228,0.9273532204392131,2023-09-04 00:12:50.924429,2023-09-04 00:19:53.750186,0 days 00:07:02.825757,0.0,6,11,500,139.66330663363138,1.2069180011749268,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,4.215641727083088,0.09280175918584324,0.0060129148495346755,COMPLETE
229,0.9273532204392131,2023-09-04 00:13:34.085645,2023-09-04 00:20:00.475952,0 days 00:06:26.390307,0.0,6,11,500,127.6438905398051,1.093696117401123,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,3.6461375362510657,0.11953823288490265,0.0060129148495346755,COMPLETE
230,0.9273532204392131,2023-09-04 00:14:48.429251,2023-09-04 00:21:15.847900,0 days 00:06:27.418649,0.0,6,11,500,127.98363399505615,1.0858829816182454,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,2.992140476156297,0.06030279738513969,0.0060129148495346755,COMPLETE
231,0.9273532204392131,2023-09-04 00:14:52.169176,2023-09-04 00:21:21.974454,0 days 00:06:29.805278,0.0,6,11,500,128.55878671010336,1.3002755641937256,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,2.7505564869618326,0.405528789951706,0.0060129148495346755,COMPLETE
232,0.9273532204392131,2023-09-04 00:15:44.677245,2023-09-04 00:22:57.138648,0 days 00:07:12.461403,0.0,6,11,500,142.93822566668192,1.1365493138631184,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,6.12225212540466,0.030700781235165092,0.0060129148495346755,COMPLETE
233,0.9273532204392131,2023-09-04 00:18:15.598261,2023-09-04 00:25:27.523597,0 days 00:07:11.925336,0.0,6,11,500,142.70371039708456,1.1915404796600342,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,6.318855305517185,0.09067106050743466,0.0060129148495346755,COMPLETE
234,0.9273532204392131,2023-09-04 00:18:28.657521,2023-09-04 00:25:02.797284,0 days 00:06:34.139763,0.0,6,11,500,129.89253528912863,1.402679204940796,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,5.157099902347123,0.4039413286143069,0.0060129148495346755,COMPLETE
235,0.9273532204392131,2023-09-04 00:19:07.478901,2023-09-04 00:26:22.857034,0 days 00:07:15.378133,0.0,6,11,500,143.25748467445374,1.7969128290812175,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,7.05685831321892,0.697096398144224,0.0060129148495346755,COMPLETE
236,0.9273532204392131,2023-09-04 00:19:53.767182,2023-09-04 00:27:10.379198,0 days 00:07:16.612016,0.0,6,11,500,143.91641585032144,1.5462369918823242,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,7.075791698762224,0.5813720678465869,0.0060129148495346755,COMPLETE
237,0.9273532204392131,2023-09-04 00:20:00.497963,2023-09-04 00:26:35.527121,0 days 00:06:35.029158,0.0,6,11,500,130.5393058458964,1.0213535626729329,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,5.7372273074210955,0.03652738697149141,0.0060129148495346755,COMPLETE
238,0.9273532204392131,2023-09-04 00:21:15.853910,2023-09-04 00:27:49.720188,0 days 00:06:33.866278,0.0,6,11,500,129.98136218388876,1.2450412114461262,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,1.4645370293266493,0.29015533438019997,0.0060129148495346755,COMPLETE
239,0.9273532204392131,2023-09-04 00:21:21.980457,2023-09-04 00:27:56.706008,0 days 00:06:34.725551,0.0,6,11,500,130.47265219688416,1.033181111017863,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,1.6326483578733095,0.021698760725386505,0.0060129148495346755,COMPLETE
240,0.9273532204392131,2023-09-04 00:22:57.150646,2023-09-04 00:30:10.195833,0 days 00:07:13.045187,0.0,6,11,500,143.09663558006287,1.1695460478464763,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,4.397440107303631,0.08373652944077781,0.0060129148495346755,COMPLETE
241,0.9273532204392131,2023-09-04 00:25:02.807285,2023-09-04 00:31:35.404435,0 days 00:06:32.597150,0.0,6,11,500,129.77601448694864,1.027834177017212,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,4.35929306901342,0.03503870521458851,0.0060129148495346755,COMPLETE
242,0.9273532204392131,2023-09-04 00:25:27.529600,2023-09-04 00:32:43.162722,0 days 00:07:15.633122,0.0,6,11,500,143.90475487709045,1.230928897857666,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,4.501677888522997,0.09195858744951503,0.0060129148495346755,COMPLETE
243,0.9273532204392131,2023-09-04 00:26:22.864033,2023-09-04 00:33:39.636090,0 days 00:07:16.772057,0.0,6,11,500,144.26011951764426,1.2425458431243896,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,5.4073904394198165,0.0647294306951594,0.0060129148495346755,COMPLETE
244,0.9273532204392131,2023-09-04 00:26:35.533117,2023-09-04 00:33:10.330232,0 days 00:06:34.797115,0.0,6,11,500,130.22942209243774,1.3012547492980957,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,4.182237963123057,0.24134298640278185,0.0060129148495346755,COMPLETE
245,0.9273532204392131,2023-09-04 00:27:10.413195,2023-09-04 00:34:26.631600,0 days 00:07:16.218405,0.0,6,11,500,144.02967619895935,1.3097693125406902,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,6.255289928311483,0.31988425535110726,0.0060129148495346755,COMPLETE
246,0.9273532204392131,2023-09-04 00:27:49.729187,2023-09-04 00:34:23.434993,0 days 00:06:33.705806,0.0,6,11,500,130.11414257685342,1.0521709124247234,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,4.296881786645693,0.044338968466100415,0.0060129148495346755,COMPLETE
247,0.9273532204392131,2023-09-04 00:27:56.716008,2023-09-04 00:34:29.849741,0 days 00:06:33.133733,0.0,6,11,500,129.6026986440023,1.37417999903361,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,3.5285104518644093,0.2748662896790632,0.0060129148495346755,COMPLETE
248,0.9273532204392131,2023-09-04 00:30:10.204849,2023-09-04 00:37:25.003183,0 days 00:07:14.798334,0.0,6,11,500,143.69633762041727,1.1460716724395752,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,2.836196611169019,0.04687957412893396,0.0060129148495346755,COMPLETE
249,0.9273532204392131,2023-09-04 00:31:35.418435,2023-09-04 00:38:06.324636,0 days 00:06:30.906201,0.0,6,11,500,129.2029536565145,1.0304261048634846,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,1.6091655008820613,0.0295489735552425,0.0060129148495346755,COMPLETE
250,0.9273532204392131,2023-09-04 00:32:43.167238,2023-09-04 00:39:53.210778,0 days 00:07:10.043540,0.0,6,11,500,141.62840803464255,1.6539159615834553,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,2.1674576395343683,0.7464493910962057,0.0060129148495346755,COMPLETE
251,0.9273532204392131,2023-09-04 00:33:10.336231,2023-09-04 00:39:40.618807,0 days 00:06:30.282576,0.0,6,11,500,128.38386527697244,1.6323057015736897,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,2.0944835881823107,0.8393160003741356,0.0060129148495346755,COMPLETE
252,0.9273532204392131,2023-09-04 00:33:39.643089,2023-09-04 00:40:46.338705,0 days 00:07:06.695616,0.0,6,11,500,141.03362131118774,1.1138707796732585,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,2.5863579601212123,0.024882682987224288,0.0060129148495346755,COMPLETE
253,0.9273532204392131,2023-09-04 00:34:23.446995,2023-09-04 00:40:52.036955,0 days 00:06:28.589960,0.0,6,11,500,128.35822733243307,1.106215238571167,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,4.069779570380965,0.07268659673763558,0.0060129148495346755,COMPLETE
254,0.9273532204392131,2023-09-04 00:34:26.640603,2023-09-04 00:41:31.875308,0 days 00:07:05.234705,0.0,6,11,500,140.4994858900706,1.1855684121449788,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,3.8718152063669087,0.07226003015627837,0.0060129148495346755,COMPLETE
255,0.9273532204392131,2023-09-04 00:34:29.856742,2023-09-04 00:41:00.418371,0 days 00:06:30.561629,0.0,6,11,500,129.0622008641561,1.0573137601216633,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,4.578733229084367,0.05237053189709738,0.0060129148495346755,COMPLETE
256,0.9273532204392131,2023-09-04 00:37:25.009184,2023-09-04 00:44:42.201892,0 days 00:07:17.192708,0.0,6,11,500,143.8725424607595,1.769991159439087,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,6.527747991218874,0.42784724021901854,0.0060129148495346755,COMPLETE
257,0.9273532204392131,2023-09-04 00:38:06.330635,2023-09-04 00:44:39.270191,0 days 00:06:32.939556,0.0,6,11,500,129.81656169891357,1.094592809677124,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,2.7809818098421206,0.03678350139890561,0.0060129148495346755,COMPLETE
258,0.9273532204392131,2023-09-04 00:39:40.626807,2023-09-04 00:46:11.171845,0 days 00:06:30.545038,0.0,6,11,500,128.95671137173971,1.1514445145924885,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,1.6743017377783136,0.15984617513615582,0.0060129148495346755,COMPLETE
259,0.9273532204392131,2023-09-04 00:39:53.217316,2023-09-04 00:47:09.988541,0 days 00:07:16.771225,0.0,6,11,500,143.9828837712606,1.538679599761963,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,2.614708805460494,0.5838299842259889,0.0060129148495346755,COMPLETE
260,0.9273532204392131,2023-09-04 00:40:46.344704,2023-09-04 00:48:02.151977,0 days 00:07:15.807273,0.0,6,11,500,144.00000802675882,1.198391596476237,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,1.3293800380487666,0.022209209887509757,0.0060129148495346755,COMPLETE
261,0.9273532204392131,2023-09-04 00:40:52.042953,2023-09-04 00:47:22.172043,0 days 00:06:30.129090,0.0,6,11,500,128.95131754875183,1.0133515199025471,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,2.3490818658957244,0.02847194641173583,0.0060129148495346755,COMPLETE
262,0.9273532204392131,2023-09-04 00:41:00.438908,2023-09-04 00:47:31.237842,0 days 00:06:30.798934,0.0,6,11,500,129.1581650575002,1.0208600362141926,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,2.241596527303167,0.03983456731913853,0.0060129148495346755,COMPLETE
263,0.9273532204392131,2023-09-04 00:41:31.880308,2023-09-04 00:48:47.476634,0 days 00:07:15.596326,0.0,6,11,500,143.8920203844706,1.2257309754689534,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,1.3763324480214139,0.022816855854541768,0.0060129148495346755,COMPLETE
264,0.9273532204392131,2023-09-04 00:44:39.279196,2023-09-04 00:51:11.708425,0 days 00:06:32.429229,0.0,6,11,500,129.6930160522461,1.0410343011220295,0.9273532204392131,0.9205095066592954,0.9264041044677191,0.9351460501906246,4.977914660846368,0.05905863798954934,0.0060129148495346755,COMPLETE
