number,value,datetime_start,datetime_complete,duration,params_rf__ccp_alpha,params_rf__class_weight,params_rf__max_features,params_rf__min_samples_leaf,params_rf__n_estimators,user_attrs_mean_fit_time,user_attrs_mean_score_time,user_attrs_mean_test_score,user_attrs_split0_test_score,user_attrs_split1_test_score,user_attrs_split2_test_score,user_attrs_std_fit_time,user_attrs_std_score_time,user_attrs_std_test_score,state
86,0.9270167026406307,2023-09-05 04:58:22.357104,2023-09-05 05:04:32.922584,0 days 00:06:10.565480,0.0,,3,6,600,121.2804826895396,2.167646328608195,0.9270167026406307,0.9186636266821049,0.9268912571608701,0.9354952240789172,4.582332405523608,0.09217245706087096,0.006872043371923122,COMPLETE
87,0.9270167026406307,2023-09-05 04:58:24.890573,2023-09-05 05:05:08.180035,0 days 00:06:43.289462,0.0,,3,6,600,131.5785231590271,2.760935068130493,0.9270167026406307,0.9186636266821049,0.9268912571608701,0.9354952240789172,5.5320748845622445,0.5975938323255431,0.006872043371923122,COMPLETE
88,0.9273139512762238,2023-09-05 04:59:54.011183,2023-09-05 05:07:51.571842,0 days 00:07:57.560659,0.0,,4,6,600,156.04198551177979,3.0770205656687417,0.9273139512762238,0.9192496111423378,0.9267345211299218,0.9359577215564121,1.2722036243924695,1.2111061149265736,0.006833351684839929,COMPLETE
89,0.9273139512762238,2023-09-05 05:00:08.354161,2023-09-05 05:08:54.207937,0 days 00:08:45.853776,0.0,,4,6,600,172.89621098836264,2.306196610132853,0.9273139512762238,0.9192496111423378,0.9267345211299218,0.9359577215564121,5.395633301343137,0.1527817371410516,0.006833351684839929,COMPLETE
90,0.9273139512762238,2023-09-05 05:00:51.679455,2023-09-05 05:09:33.340545,0 days 00:08:41.661090,0.0,,4,6,600,171.42846417427063,2.3810272216796875,0.9273139512762238,0.9192496111423378,0.9267345211299218,0.9359577215564121,5.360263194540226,0.3332400367918143,0.006833351684839929,COMPLETE
91,0.9273139512762238,2023-09-05 05:02:45.319711,2023-09-05 05:10:46.118712,0 days 00:08:00.799001,0.0,,4,6,600,157.3268457253774,2.862793525060018,0.9273139512762238,0.9192496111423378,0.9267345211299218,0.9359577215564121,5.321352496505953,0.6161027896272185,0.006833351684839929,COMPLETE
92,0.9273139512762238,2023-09-05 05:03:19.567408,2023-09-05 05:12:12.084142,0 days 00:08:52.516734,0.0,,4,6,600,174.8526944319407,2.576668898264567,0.9273139512762238,0.9192496111423378,0.9267345211299218,0.9359577215564121,2.3721196111713834,0.46271723315659957,0.006833351684839929,COMPLETE
93,0.9273139512762238,2023-09-05 05:04:32.934583,2023-09-05 05:12:35.426533,0 days 00:08:02.491950,0.0,,4,6,600,158.71589493751526,2.038877805074056,0.9273139512762238,0.9192496111423378,0.9267345211299218,0.9359577215564121,5.9188862457870695,0.03257242465062484,0.006833351684839929,COMPLETE
94,0.9273139512762238,2023-09-05 05:05:08.198037,2023-09-05 05:13:53.359768,0 days 00:08:45.161731,0.0,,4,6,600,171.7935276031494,3.1536340713500977,0.9273139512762238,0.9192496111423378,0.9267345211299218,0.9359577215564121,7.085901561570977,0.8579120645657546,0.006833351684839929,COMPLETE
95,0.9172559921428967,2023-09-05 05:06:08.796839,2023-09-05 05:13:21.157391,0 days 00:07:12.360552,0.0005,,4,26,600,140.7650412718455,3.2774454752604165,0.9172559921428967,0.9101634153858056,0.9123610206056904,0.9292435404371939,4.9552696587923935,2.146962949107404,0.00852382358478083,COMPLETE
96,0.9189783025577297,2023-09-05 05:07:51.580857,2023-09-05 05:13:59.371789,0 days 00:06:07.790932,0.0005,,4,6,450,121.16021474202473,1.356878121693929,0.9189783025577297,0.911849193650485,0.9139600248351026,0.9311256891876015,3.3421733683667054,0.13891983840964597,0.008632618510594174,COMPLETE
97,0.9171261896007441,2023-09-05 05:08:54.213952,2023-09-05 05:14:48.916856,0 days 00:05:54.702904,0.0005,,4,26,450,115.88022661209106,2.2440175215403237,0.9171261896007441,0.9104074877974491,0.9120238782832698,0.9289472027215134,3.800565026241577,0.700128791856987,0.008384725912901125,COMPLETE
98,0.9256240056061084,2023-09-05 05:09:33.349564,2023-09-05 05:17:16.634820,0 days 00:07:43.285256,0.0,,4,26,600,151.55967736244202,2.7723771731058755,0.9256240056061084,0.9186559948272282,0.9229658343871777,0.9352501876039189,2.791190986165669,0.6575907953035993,0.0070304677013390115,COMPLETE
99,0.9271594300349588,2023-09-05 05:10:46.137712,2023-09-05 05:16:52.956650,0 days 00:06:06.818938,0.0,,4,6,450,119.7845372358958,2.383216142654419,0.9271594300349588,0.9190795980531986,0.9264841935401322,0.9359144985115457,2.519682043269389,0.4709349511417807,0.006889384423569031,COMPLETE
100,0.9271594300349588,2023-09-05 05:12:12.097154,2023-09-05 05:18:39.135446,0 days 00:06:27.038292,0.0,,4,6,450,126.95145177841187,1.971776008605957,0.9271594300349588,0.9190795980531986,0.9264841935401322,0.9359144985115457,3.991600150333168,0.16097896582262336,0.006889384423569031,COMPLETE
101,0.9271594300349588,2023-09-05 05:12:35.443538,2023-09-05 05:18:32.344800,0 days 00:05:56.901262,0.0,,4,6,450,116.11119755109151,2.773496071497599,0.9271594300349588,0.9190795980531986,0.9264841935401322,0.9359144985115457,3.4931983861071796,0.793679337947761,0.006889384423569031,COMPLETE
102,0.9271594300349588,2023-09-05 05:13:21.170394,2023-09-05 05:19:20.312908,0 days 00:05:59.142514,0.0,,4,6,450,117.39631136258443,2.249009052912394,0.9271594300349588,0.9190795980531986,0.9264841935401322,0.9359144985115457,4.114064843337858,0.09024416996435201,0.006889384423569031,COMPLETE
103,0.9220922225684185,2023-09-05 05:13:53.372765,2023-09-05 05:20:54.977406,0 days 00:07:01.604641,0.0,,4,1,450,137.79732338587442,2.6281700929005942,0.9220922225684185,0.9142881406446761,0.9196706431268226,0.9323178839337567,4.7172983420720085,0.6456401160490395,0.007557157579033115,COMPLETE
104,0.9220922225684185,2023-09-05 05:13:59.377784,2023-09-05 05:20:22.758625,0 days 00:06:23.380841,0.0,,4,1,450,124.90952865282695,2.7828656832377114,0.9220922225684185,0.9142881406446761,0.9196706431268226,0.9323178839337567,4.359822840949257,0.8730062414765248,0.007557157579033115,COMPLETE
105,0.923169751440323,2023-09-05 05:14:48.925857,2023-09-05 05:24:13.948093,0 days 00:09:25.022236,0.0,,4,1,600,183.7880628903707,4.435633579889934,0.923169751440323,0.9151169383628674,0.9217788585712597,0.9326134573868416,6.689668218549432,1.7027972872361048,0.007210315837695365,COMPLETE
106,0.923169751440323,2023-09-05 05:16:52.964654,2023-09-05 05:25:31.396114,0 days 00:08:38.431460,0.0,,4,1,600,169.75648419062296,2.9254382451375327,0.923169751440323,0.9151169383628674,0.9217788585712597,0.9326134573868416,7.099362876171493,0.18591845571154586,0.007210315837695365,COMPLETE
107,0.923169751440323,2023-09-05 05:17:16.647356,2023-09-05 05:26:41.698977,0 days 00:09:25.051621,0.0,,4,1,600,184.17361879348755,4.054189046223958,0.923169751440323,0.9151169383628674,0.9217788585712597,0.9326134573868416,5.461310316324097,0.9306302406604823,0.007210315837695365,COMPLETE
108,0.9273139512762238,2023-09-05 05:18:32.355825,2023-09-05 05:26:35.665419,0 days 00:08:03.309594,0.0,,4,6,600,157.79064551989237,3.2363412380218506,0.9273139512762238,0.9192496111423378,0.9267345211299218,0.9359577215564121,3.4476617263104368,0.6898722574278993,0.006833351684839929,COMPLETE
109,0.923169751440323,2023-09-05 05:18:39.158446,2023-09-05 05:28:07.357288,0 days 00:09:28.198842,0.0,,4,1,600,185.35978031158447,3.9123803774515786,0.923169751440323,0.9151169383628674,0.9217788585712597,0.9326134573868416,5.570910691409389,0.6356655118609639,0.007210315837695365,COMPLETE
110,0.923169751440323,2023-09-05 05:19:20.326904,2023-09-05 05:27:56.400871,0 days 00:08:36.073967,0.0,,4,1,600,168.97640784581503,2.921027739842733,0.923169751440323,0.9151169383628674,0.9217788585712597,0.9326134573868416,3.5359832591664855,0.1710034257608827,0.007210315837695365,COMPLETE
111,0.923169751440323,2023-09-05 05:20:22.785619,2023-09-05 05:28:59.473767,0 days 00:08:36.688148,0.0,,4,1,600,169.31392097473145,2.7975594202677407,0.923169751440323,0.9151169383628674,0.9217788585712597,0.9326134573868416,3.5125542576872846,0.4156534754015663,0.007210315837695365,COMPLETE
112,0.9273139512762238,2023-09-05 05:20:54.994407,2023-09-05 05:29:40.171057,0 days 00:08:45.176650,0.0,,4,6,600,171.58152866363525,3.368300278981527,0.9273139512762238,0.9192496111423378,0.9267345211299218,0.9359577215564121,2.9450493588106856,1.1097761262652646,0.006833351684839929,COMPLETE
113,0.9273139512762238,2023-09-05 05:24:14.005099,2023-09-05 05:32:51.462652,0 days 00:08:37.457553,0.0,,4,6,600,169.99262205759683,2.393521308898926,0.9273139512762238,0.9192496111423378,0.9267345211299218,0.9359577215564121,3.375666311404365,0.2401622462628337,0.006833351684839929,COMPLETE
114,0.9273139512762238,2023-09-05 05:25:31.415109,2023-09-05 05:33:18.564416,0 days 00:07:47.149307,0.0,,4,6,600,153.27759059270224,2.3603028456370034,0.9273139512762238,0.9192496111423378,0.9267345211299218,0.9359577215564121,2.59422011587819,0.4546123903206016,0.006833351684839929,COMPLETE
115,0.9273821235119221,2023-09-05 05:26:35.672390,2023-09-05 05:38:11.637257,0 days 00:11:35.964867,0.0,,4,6,900,229.11507304509482,2.796851396560669,0.9273821235119221,0.9196556387065677,0.9263641805420622,0.9361265512871362,4.62840982483002,0.08538009090668836,0.006762637366520905,COMPLETE
116,0.9273821235119221,2023-09-05 05:26:41.706977,2023-09-05 05:39:31.350722,0 days 00:12:49.643745,0.0,,4,6,900,253.11671042442322,3.337846279144287,0.9273821235119221,0.9196556387065677,0.9263641805420622,0.9361265512871362,5.972314230704692,0.0839098426997144,0.006762637366520905,COMPLETE
117,0.9273821235119221,2023-09-05 05:27:56.413885,2023-09-05 05:39:36.634878,0 days 00:11:40.220993,0.0,,4,6,900,229.59743014971414,3.7240100701649985,0.9273821235119221,0.9196556387065677,0.9263641805420622,0.9361265512871362,5.318061108197971,1.3886440861461349,0.006762637366520905,COMPLETE
118,0.9273139512762238,2023-09-05 05:28:07.371285,2023-09-05 05:36:47.116584,0 days 00:08:39.745299,0.0,,4,6,600,170.10847306251526,3.0161704222361245,0.9273139512762238,0.9192496111423378,0.9267345211299218,0.9359577215564121,5.030291167607642,0.7633317205625294,0.006833351684839929,COMPLETE
119,0.9273821235119221,2023-09-05 05:28:59.497767,2023-09-05 05:40:34.984093,0 days 00:11:35.486326,0.0,,4,6,900,228.74074069658914,3.0141632556915283,0.9273821235119221,0.9196556387065677,0.9263641805420622,0.9361265512871362,6.253165459074853,0.05537039266444709,0.006762637366520905,COMPLETE
120,0.9273821235119221,2023-09-05 05:29:40.195058,2023-09-05 05:42:36.068730,0 days 00:12:55.873672,0.0,,4,6,900,253.6397786140442,4.894912878672282,0.9273821235119221,0.9196556387065677,0.9263641805420622,0.9361265512871362,4.1401405701716865,1.3556255387857339,0.006762637366520905,COMPLETE
121,0.9273821235119221,2023-09-05 05:32:51.474647,2023-09-05 05:45:36.696997,0 days 00:12:45.222350,0.0,,4,6,900,251.70499801635742,3.2767411867777505,0.9273821235119221,0.9196556387065677,0.9263641805420622,0.9361265512871362,1.803658937254607,0.10660066798077852,0.006762637366520905,COMPLETE
122,0.9273821235119221,2023-09-05 05:33:18.573412,2023-09-05 05:44:57.037626,0 days 00:11:38.464214,0.0,,4,6,900,228.71205774943033,4.031656106313069,0.9273821235119221,0.9196556387065677,0.9263641805420622,0.9361265512871362,3.7597990073797227,0.8523282046139417,0.006762637366520905,COMPLETE
123,0.9273821235119221,2023-09-05 05:36:47.127581,2023-09-05 05:49:51.591259,0 days 00:13:04.463678,0.0,,4,6,900,257.94312771161395,3.4289048512776694,0.9273821235119221,0.9196556387065677,0.9263641805420622,0.9361265512871362,14.717540553950414,0.5417747429715547,0.006762637366520905,COMPLETE
124,0.9273821235119221,2023-09-05 05:38:11.644256,2023-09-05 05:50:11.804052,0 days 00:12:00.159796,0.0,,4,6,900,235.79515631993613,4.157228231430054,0.9273821235119221,0.9196556387065677,0.9263641805420622,0.9361265512871362,15.175846738434844,1.7839127307882678,0.006762637366520905,COMPLETE
125,0.9273821235119221,2023-09-05 05:39:31.356719,2023-09-05 05:52:35.751541,0 days 00:13:04.394822,0.0,,4,6,900,257.95761648813885,3.4031187693277993,0.9273821235119221,0.9196556387065677,0.9263641805420622,0.9361265512871362,16.56763954457791,0.22842444588102365,0.006762637366520905,COMPLETE
126,0.9269633288533751,2023-09-05 05:39:36.647894,2023-09-05 05:50:18.738644,0 days 00:10:42.090750,0.0,balanced,4,6,900,209.9045979976654,4.032123406728108,0.9269633288533751,0.9195009769679763,0.9263692313312911,0.9350197782608582,16.027704369707745,1.4955491579069717,0.006349436315731689,COMPLETE
127,0.9269633288533751,2023-09-05 05:40:34.993098,2023-09-05 05:51:17.589012,0 days 00:10:42.595914,0.0,balanced,4,6,900,210.86405936876932,3.255884885787964,0.9269633288533751,0.9195009769679763,0.9263692313312911,0.9350197782608582,14.26774874133948,0.4286981643691085,0.006349436315731689,COMPLETE
128,0.9273821235119221,2023-09-05 05:42:36.076730,2023-09-05 05:55:44.913944,0 days 00:13:08.837214,0.0,,4,6,900,258.1953547000885,4.650303840637207,0.9273821235119221,0.9196556387065677,0.9263641805420622,0.9361265512871362,16.105032868251357,1.8160719316607334,0.006762637366520905,COMPLETE
129,0.9273821235119221,2023-09-05 05:44:57.051643,2023-09-05 05:57:02.104161,0 days 00:12:05.052518,0.0,,4,6,900,236.73003268241882,4.627724726994832,0.9273821235119221,0.9196556387065677,0.9263641805420622,0.9361265512871362,2.9803119067922133,1.0839497791260932,0.006762637366520905,COMPLETE
130,0.9273821235119221,2023-09-05 05:45:36.703981,2023-09-05 05:58:46.649392,0 days 00:13:09.945411,0.0,,4,6,900,259.42507092158,3.8070425987243652,0.9273821235119221,0.9196556387065677,0.9263641805420622,0.9361265512871362,4.274680053014826,0.47376605419627105,0.006762637366520905,COMPLETE
131,0.9269633288533751,2023-09-05 05:49:51.772556,2023-09-05 06:01:20.014196,0 days 00:11:28.241640,0.0,balanced,4,6,900,225.25758560498556,4.01239275932312,0.9269633288533751,0.9195009769679763,0.9263692313312911,0.9350197782608582,4.202205598317709,0.6692889107732484,0.006349436315731689,COMPLETE
132,0.9269633288533751,2023-09-05 05:50:11.830066,2023-09-05 06:00:37.524390,0 days 00:10:25.694324,0.0,balanced,4,6,900,204.7494874795278,3.726261933644613,0.9269633288533751,0.9195009769679763,0.9263692313312911,0.9350197782608582,5.222555768370129,0.42443156676373606,0.006349436315731689,COMPLETE
133,0.9273821235119221,2023-09-05 05:50:18.753645,2023-09-05 06:02:01.068075,0 days 00:11:42.314430,0.0,,4,6,900,230.93437242507935,3.0875681241353354,0.9273821235119221,0.9196556387065677,0.9263641805420622,0.9361265512871362,7.170897200031406,0.2172940731804767,0.006762637366520905,COMPLETE
134,0.9273821235119221,2023-09-05 05:51:17.608014,2023-09-05 06:03:02.422157,0 days 00:11:44.814143,0.0,,4,6,900,230.7940060297648,4.0458165009816485,0.9273821235119221,0.9196556387065677,0.9263641805420622,0.9361265512871362,5.9620161755607235,1.3240515180478114,0.006762637366520905,COMPLETE
135,0.9273821235119221,2023-09-05 05:52:35.770061,2023-09-05 06:05:27.596672,0 days 00:12:51.826611,0.0,,4,6,900,253.5178441206614,3.6471520264943442,0.9273821235119221,0.9196556387065677,0.9263641805420622,0.9361265512871362,9.049425050097328,0.48251205348192683,0.006762637366520905,COMPLETE
136,0.927236342386006,2023-09-05 05:55:44.943949,2023-09-05 06:08:06.856255,0 days 00:12:21.912306,0.0,,4,11,900,243.83503993352255,3.379852612813314,0.927236342386006,0.9202401893850096,0.925732877211999,0.9357359605610094,10.41612513555858,0.08036998287454587,0.006414828484681677,COMPLETE
137,0.927236342386006,2023-09-05 05:57:02.125162,2023-09-05 06:08:26.230793,0 days 00:11:24.105631,0.0,,4,11,900,223.21236888567606,4.700957139333089,0.927236342386006,0.9202401893850096,0.925732877211999,0.9357359605610094,5.229142676063448,1.466994934358371,0.006414828484681677,COMPLETE
138,0.9273821235119221,2023-09-05 05:58:46.671394,2023-09-05 06:11:39.231844,0 days 00:12:52.560450,0.0,,4,6,900,254.03302065531412,3.3855861028035483,0.9273821235119221,0.9196556387065677,0.9263641805420622,0.9361265512871362,6.4062968390268225,0.032767111519903004,0.006762637366520905,COMPLETE
139,0.9273821235119221,2023-09-05 06:00:37.542383,2023-09-05 06:12:24.931951,0 days 00:11:47.389568,0.0,,4,6,900,232.66527382532755,3.0532087484995523,0.9273821235119221,0.9196556387065677,0.9263641805420622,0.9361265512871362,4.294360177342774,0.18305538268390698,0.006762637366520905,COMPLETE
140,0.9273821235119221,2023-09-05 06:01:20.027197,2023-09-05 06:14:15.381064,0 days 00:12:55.353867,0.0,,4,6,900,254.4260115623474,3.913398106892904,0.9273821235119221,0.9196556387065677,0.9263641805420622,0.9361265512871362,5.598830153807292,0.7871309528591878,0.006762637366520905,COMPLETE
141,0.9273821235119221,2023-09-05 06:02:01.076075,2023-09-05 06:13:40.042918,0 days 00:11:38.966843,0.0,,4,6,900,229.76854395866394,3.1278576850891113,0.9273821235119221,0.9196556387065677,0.9263641805420622,0.9361265512871362,5.574841326286115,0.30844366102898485,0.006762637366520905,COMPLETE
142,0.927236342386006,2023-09-05 06:03:02.430158,2023-09-05 06:14:20.832144,0 days 00:11:18.401986,0.0,,4,11,900,221.8793148199717,4.162303765614827,0.927236342386006,0.9202401893850096,0.925732877211999,0.9357359605610094,5.146850772428282,1.8096593509416576,0.006414828484681677,COMPLETE
143,0.927236342386006,2023-09-05 06:05:27.613198,2023-09-05 06:17:21.930739,0 days 00:11:54.317541,0.0,,4,11,900,234.9429878393809,3.078495820363363,0.927236342386006,0.9202401893850096,0.925732877211999,0.9357359605610094,8.065955906198852,0.1750705138927442,0.006414828484681677,COMPLETE
144,0.9273821235119221,2023-09-05 06:08:06.874795,2023-09-05 06:19:40.610202,0 days 00:11:33.735407,0.0,,4,6,900,226.77117466926575,4.349711497624715,0.9273821235119221,0.9196556387065677,0.9263641805420622,0.9361265512871362,19.797589007000553,2.548443707109595,0.006762637366520905,COMPLETE
145,0.9273821235119221,2023-09-05 06:08:26.269808,2023-09-05 06:19:20.682811,0 days 00:10:54.413003,0.0,,4,6,900,215.10092854499817,2.9303473631540933,0.9273821235119221,0.9196556387065677,0.9263641805420622,0.9361265512871362,11.010195965822398,0.2225975004946146,0.006762637366520905,COMPLETE
146,0.9273821235119221,2023-09-05 06:11:39.251857,2023-09-05 06:21:57.250337,0 days 00:10:17.998480,0.0,,4,6,900,203.5080051422119,2.3956159750620523,0.9273821235119221,0.9196556387065677,0.9263641805420622,0.9361265512871362,27.1375369863277,0.38709835512998064,0.006762637366520905,COMPLETE
147,0.9273821235119221,2023-09-05 06:12:24.940960,2023-09-05 06:22:09.122629,0 days 00:09:44.181669,0.0,,4,6,900,191.61437463760376,3.038945039113363,0.9273821235119221,0.9196556387065677,0.9263641805420622,0.9361265512871362,19.959714527274183,1.213871442995288,0.006762637366520905,COMPLETE
148,0.9273821235119221,2023-09-05 06:13:40.049916,2023-09-05 06:22:53.973974,0 days 00:09:13.924058,0.0,,4,6,900,182.57927163441977,1.9792133172353108,0.9273821235119221,0.9196556387065677,0.9263641805420622,0.9361265512871362,20.82615452255376,0.3943901783448418,0.006762637366520905,COMPLETE
149,0.9273821235119221,2023-09-05 06:14:15.404063,2023-09-05 06:23:20.528779,0 days 00:09:05.124716,0.0,,4,6,900,179.64686131477356,1.9179874261220295,0.9273821235119221,0.9196556387065677,0.9263641805420622,0.9361265512871362,25.683097292561794,0.38733871010937526,0.006762637366520905,COMPLETE
