fit_time,score_time,test_F1-score,test_Accuracy,test_Precision,test_Recall,test_AUC,test_Average Precision,threshold
141.58544325828552,1.4118170738220215,0.8134556574923547,0.961659333752357,0.7361623616236163,0.908883826879271,0.9720155196029068,0.9206007156194588,0.1
148.5883595943451,1.3827598094940186,0.82765737874097,0.965011523151058,0.7580340264650284,0.9113636363636364,0.9784130247781297,0.9252306305128815,0.1
152.1122579574585,1.4112184047698975,0.8124373119358074,0.96081307627829,0.7258064516129032,0.9225512528473804,0.9798560814473025,0.9363850968111725,0.1
143.75629949569702,1.3148863315582275,0.8391906283280086,0.9683637125497591,0.788,0.89749430523918,0.9720155196029068,0.9206007156194588,0.15000000000000002
147.88016414642334,1.3581197261810303,0.8507462686567164,0.970668342761366,0.8012048192771084,0.9068181818181819,0.9784130247781297,0.9252306305128815,0.15000000000000002
150.56222200393677,1.3748862743377686,0.8547008547008548,0.9715004191114837,0.8048289738430584,0.9111617312072893,0.9798560814473025,0.9363850968111725,0.15000000000000002
142.63868021965027,1.3532452583312988,0.85,0.9710873664362036,0.8128898128898129,0.8906605922551253,0.9720155196029068,0.9206007156194588,0.20000000000000004
149.6609799861908,1.3317370414733887,0.8531011969532101,0.9717159019484601,0.8183716075156576,0.8909090909090909,0.9784130247781297,0.9252306305128815,0.20000000000000004
158.10019969940186,1.4191875457763672,0.8720800889877642,0.9759010896898574,0.8521739130434782,0.8929384965831435,0.9798560814473025,0.9363850968111725,0.20000000000000004
145.66238069534302,1.3434221744537354,0.862876254180602,0.9742300439974858,0.8449781659388647,0.8815489749430524,0.9720155196029068,0.9206007156194588,0.25000000000000006
150.06456780433655,1.4632267951965332,0.8641425389755011,0.9744395558349047,0.8471615720524017,0.8818181818181818,0.9784130247781297,0.9252306305128815,0.25000000000000006
152.56295156478882,1.3713221549987793,0.8775510204081634,0.9773679798826488,0.873589164785553,0.8815489749430524,0.9798560814473025,0.9363850968111725,0.25000000000000006
145.34289717674255,1.3391454219818115,0.8665158371040724,0.9752776031845799,0.8606741573033708,0.8724373576309795,0.9720155196029068,0.9206007156194588,0.30000000000000004
149.1441593170166,1.4253735542297363,0.8716216216216216,0.9761156505342552,0.8638392857142857,0.8795454545454545,0.9784130247781297,0.9252306305128815,0.30000000000000004
152.73439717292786,1.5242993831634521,0.882016036655212,0.9784157585917854,0.8870967741935484,0.876993166287016,0.9798560814473025,0.9363850968111725,0.30000000000000004
143.23094058036804,1.3229918479919434,0.8763005780346821,0.9775822333961869,0.8896713615023474,0.8633257403189066,0.9720155196029068,0.9206007156194588,0.3500000000000001
149.0586748123169,1.3747904300689697,0.8789954337899543,0.9777917452336057,0.8830275229357798,0.875,0.9784130247781297,0.9252306305128815,0.3500000000000001
155.23256731033325,1.3367631435394287,0.8873403019744484,0.9796730930427494,0.9052132701421801,0.8701594533029613,0.9798560814473025,0.9363850968111725,0.3500000000000001
